This file was created by CMPT_IND_RETS using the 202006 CRSP database.
195009   4.24   8.13   4.13   3.40   4.35  -1.90   8.07   5.82   3.91   5.95
195010  -0.81   0.58   0.32   0.20  -1.54   0.21   0.66  -2.05  -1.15  -1.81
195011  -0.90  -6.60   3.80   3.30   1.41  -0.26  -0.08   3.66  -1.74   2.70
195012   2.27   1.08   6.01   8.47   2.73   0.35   1.92   5.61   3.07  10.04
195101   4.18   9.20   5.94   6.08   7.68   1.88   3.38   2.89   4.62   6.26
195102   0.44   1.00   0.59   0.18   0.62   4.09   2.44   1.09   2.58  -0.89
195103  -3.34   0.99  -3.42  -2.50  -1.70  -2.50  -2.44   1.39  -1.94  -3.68
195104   0.60   3.41   6.70  10.76   3.00   0.85   0.13  10.21  -0.16   3.58
195105  -1.87  -7.00  -2.90  -4.04  -3.10  -0.44  -1.87   1.24  -0.48  -3.94
195106  -4.06  -6.99  -4.14   0.98  -2.38  -1.62  -3.02   0.54  -1.11  -5.65
195107   2.85   3.08   8.31  11.32   5.99   2.80   2.69  14.14   4.96   7.21
195108   2.85   5.11   4.06   4.54   5.50   2.63   2.01  -1.68   1.55   2.84
195109  -0.99   2.52  -0.09  -0.86   2.78  -1.43   2.89  -2.06   0.85   3.17
195110  -3.41  -2.10  -4.34   0.99  -5.89  -1.08  -3.29  -6.13   0.27  -3.81
195111  -0.98   0.26  -0.64  -2.13   1.63   0.30   0.36  -1.06   1.18   1.16
195112   1.39   2.26   4.05   4.59   4.27  -0.42  -0.71   4.74   2.76   1.36
195201   0.30  -1.19  -0.44   6.52  -1.88   0.17  -0.88   0.55   2.59   3.17
195202  -2.74  -1.25  -4.58  -4.31  -3.75  -0.64  -4.30  -4.58   0.25  -2.14
195203   1.16   8.17   2.65   8.62   4.16  -0.18   2.12   0.06   1.75   5.09
195204  -3.52  -3.03  -6.85  -7.72  -3.59  -0.74  -2.06  -5.64  -2.20  -3.53
195205   1.45   2.39   3.54   2.51   2.64   1.01   2.05   2.11   2.56   2.18
195206   2.39   5.08   3.99   5.36   4.89   0.62   2.61  -1.29   0.56   3.54
195207   0.45   2.49   2.05  -1.10   1.50   0.24   1.74  -4.58   1.72   1.00
195208   0.30   0.56  -2.38  -3.69  -0.49   0.87  -0.95  -1.00   1.55  -0.65
195209  -3.38  -0.89  -2.44  -4.38   0.19  -1.77  -1.06  -4.60  -0.15  -1.84
195210  -1.44   1.12  -1.69   0.28  -1.24   0.92  -1.31  -1.52   0.02  -1.90
195211   5.10   5.00   7.56   0.88   8.49   3.90   3.48   6.66   4.78   6.38
195212   0.93   6.87   2.24   4.46   2.03  -0.37   0.62  -2.34   1.33   3.14
195301   1.83  -0.37   0.60  -3.05  -2.13   1.02   0.60  -5.34   0.57   0.84
195302   1.02  -2.55  -1.77  -0.69   0.18  -0.44  -0.77   1.65   0.00  -0.87
195303  -2.15  -4.48  -1.93  -0.64  -1.48  -1.82  -0.85  -0.65  -0.28  -1.94
195304  -0.44  -1.99  -2.86  -5.22  -0.98  -1.04  -1.08  -5.41  -3.53  -3.41
195305  -0.40  -1.49  -0.47   0.74   0.76   0.35   1.00  -0.52  -0.49   0.78
195306  -1.30  -3.43  -2.69  -0.16  -2.75  -0.93  -2.55  -3.80  -3.51  -2.55
195307   2.42   0.68   2.41   3.89   2.18   0.94   1.77   3.56   2.99   1.23
195308  -4.06  -7.87  -5.57  -7.54  -4.83  -0.85  -2.94  -0.41  -0.79  -7.34
195309  -0.42  -0.93   0.80  -2.01   2.35   0.33  -0.27   0.05   1.03  -1.45
195310   0.55   7.71   5.85   5.53   7.04   1.38   0.67   2.46   4.18   3.48
195311  -0.29  -1.16   3.06   0.60   4.10   2.22   2.28   7.21   2.49   1.82
195312  -1.04  -1.34   0.17   0.32  -0.45  -0.88   0.52  -1.92   0.09  -3.09
195401   4.04   5.28   4.45   8.60   6.90   1.89   3.09   5.58   2.98   6.41
195402  -1.05   0.20   0.18   1.79   5.10   2.56  -0.29  -0.66   1.22   0.89
195403   0.94   3.41   4.57   4.20   7.87   0.35   0.07  -0.04   2.44   1.28
195404   0.71   4.07   5.59   6.11   8.84   1.98   1.35   1.01   0.88   2.71
195405   1.84   3.10   3.75   2.05  -0.47   1.22   2.20   1.19   2.30   3.74
195406   0.29   1.12   3.37  -5.94   8.63  -0.78   2.20  -2.90   0.75   1.03
195407   6.18   9.85   5.06   4.19   0.04   4.36   4.04   8.14   5.11   6.66
195408  -3.33  -4.54  -4.42  -0.53  -4.55  -1.56  -0.85  -3.04  -2.12  -2.80
195409   3.33  14.43   6.35   9.93   6.74   1.33   4.60   2.48   1.58   3.94
195410  -2.36  -0.77  -1.24  -2.10  -1.82  -0.85  -2.68  -1.80  -4.13   0.24
195411   5.47   2.46  12.54   7.06  13.06   3.40   7.49  11.72   5.21  10.26
195412   3.80   7.21   6.29   6.40   2.34   0.33   1.61   5.80   3.18   8.76
195501   0.18   0.54  -0.19   0.37   4.13   0.80   1.57  -3.04   1.16   0.75
195502   0.90  -2.02   3.56   1.64   4.90   3.97   0.74   2.41   3.30   3.23
195503  -1.29  -0.01   0.12  -0.32  -2.05  -1.38  -1.72   5.81  -1.16   0.52
195504   3.89   5.67   4.22   0.54   5.38   1.97   1.69  -0.14   2.18   3.31
195505  -0.81  -2.10   2.44  -1.42   0.04   1.25   2.43   2.75  -0.57   1.11
195506   2.20  10.06   9.40  11.14   4.00  -0.46   4.19  -0.16   1.26   1.98
195507   1.84  18.81  -1.47   2.73  -3.06   2.61   1.89   0.00   3.42  -1.88
195508  -1.23  -5.31   2.52  -1.82  -0.11  -2.60   1.08  -0.28  -0.31  -0.11
195509  -2.11   8.73  -0.72  -0.44  -4.66   0.01   3.20  -3.45  -3.03  -2.83
195510  -0.94  -4.87  -3.26  -1.08  -5.47  -1.15  -2.64   0.66  -1.34  -2.93
195511   2.88   7.09   7.05   7.53  10.49   1.57   5.48   5.43   2.91   6.95
195512   0.69  -4.14   2.89   3.66   4.50  -0.32  -1.24   5.93  -0.50  -1.20
195601  -1.75  -6.59  -4.82   0.36  -5.34   1.86  -4.58  -6.68  -0.62  -2.91
195602   0.53   4.60   4.32   3.88   5.82   0.15   2.24   7.75   1.43   2.54
195603   1.26   4.06   7.78  11.38   9.86   0.24   0.14   7.00   3.41   5.34
195604   0.72  -5.20   1.10   3.60  -0.51  -0.88  -1.97   2.60  -2.49   0.36
195605  -3.82  -5.47  -6.83  -6.99  -5.63  -1.11  -5.15  -1.65  -1.19  -6.10
195606   0.25   6.57   4.70   2.70   6.19   0.10   1.91   3.26   1.90   1.25
195607   1.82   4.55   6.12   5.84   5.28   2.69   4.61   2.96   4.94   2.30
195608  -1.99  -0.40  -3.70  -5.82  -3.78  -1.52  -3.26  -3.50  -2.90  -4.11
195609  -3.74  -0.94  -6.36  -5.82  -7.27  -3.92  -4.84  -3.91  -4.20  -4.79
195610   0.26  -1.38   0.81   0.30   3.25  -1.39   1.28   0.43   0.72   0.87
195611  -1.24  -4.56  -1.69   4.51   0.40   1.42  -2.78  -2.14  -0.06  -0.66
195612   0.75   0.81   4.60   4.10   3.87   1.30  -1.11   5.53   1.43   1.33
195701   1.63  -4.90  -5.85  -4.27  -5.65   2.90  -1.50  -2.37   2.29  -0.82
195702  -2.18  -2.78  -3.35  -2.88  -0.79   0.30  -1.59  -0.80  -0.76  -3.12
195703   1.16   0.40   1.77   3.11   4.20   0.29   1.83   7.95   1.31   1.82
195704   1.22   7.32   3.43   6.81   8.38   0.45   0.03   5.28   2.90   2.99
195705   0.74  -0.44   2.99   7.02   5.55   0.97   2.05   4.27   1.76   0.72
195706  -1.12  -0.27   0.02  -1.79   4.84  -3.27  -2.39   6.20  -5.45  -1.52
195707   0.80   3.25   0.34   0.84   1.06  -0.24   2.70   2.86  -0.36   0.93
195708  -2.60  -3.76  -6.79  -6.25  -7.30  -0.30  -3.34  -2.78  -3.02  -6.09
195709  -1.64  -7.20  -7.10  -8.03  -6.76  -3.33   0.08  -3.85  -2.17  -6.99
195710  -2.34  -4.37  -4.87  -6.03  -1.79  -2.10  -4.11  -0.63  -1.03  -7.09
195711   2.53  -6.96   2.61   1.63   6.28   1.40   0.90   6.94   3.83  -0.39
195712  -0.13  -8.35  -4.84  -7.07  -3.85  -0.02  -2.27  -0.93   2.14  -5.12
195801   7.32   5.47   5.32   1.44   4.01   4.26   7.29  -0.11   5.92  10.73
195802   1.34  -2.72  -2.64  -5.33  -1.95   0.63   0.74   4.43   0.85  -2.38
195803   3.67   2.60   1.26   7.85   2.17  -0.11   3.78   7.33   1.55   2.02
195804   3.46   4.24   1.20   5.05  -0.14   2.70   2.73   7.37   4.77   4.34
195805   2.14   3.44   2.85  -0.34   1.35   2.03   3.09   0.69   1.04   3.22
195806   2.21   2.59   2.12   4.89   3.13   0.49   1.85   2.98   1.78   2.46
195807   1.55   9.34   8.27   0.53   3.76   0.90   1.64   5.83   0.83   5.12
195808   2.42  -1.30   1.97   1.32   1.90   2.32   5.19   1.65  -1.42   2.59
195809   3.84  10.25   4.31   3.22   5.76   3.92   3.74  11.55   3.08   4.23
195810   2.38   1.81   2.89   1.15   4.44   1.45   0.99   0.96   4.03   3.42
195811   3.47   1.11   2.42   1.27   4.19   1.93   5.29   7.45   2.50   4.21
195812   2.27   3.02   5.02   1.20  12.63  12.38   5.36   4.25   5.61   2.58
195901   3.70  -0.21   0.72   0.40  -2.19   3.90   3.28  -0.65   0.99   1.85
195902   2.49  -2.28   3.14  -8.01   5.01   4.82   2.28   3.53   0.90   1.25
195903  -0.06  -0.80  -0.41   2.08   2.03  -1.32  -1.89   4.14   1.28  -1.06
195904   2.89   9.74   4.05   1.63   8.39   4.63   1.33  11.80  -1.38   1.95
195905   0.87   5.34   3.62  -1.62   4.65  -1.10   2.30  -1.33  -1.45   0.21
195906   1.34   0.44   1.10  -2.78  -1.26  -1.98   2.03   6.36  -2.57   1.10
195907   3.60   8.06   3.62   4.84   0.51   0.60   1.79   4.68   3.57   0.04
195908  -0.84   2.44  -2.29  -3.78  -2.65   0.55   0.42  -3.75   0.98  -2.67
195909  -3.50  -4.32  -5.12  -6.96  -4.49  -1.90  -2.28  -5.11  -4.69  -4.39
195910   3.65  -1.12   1.32   1.01   5.06   1.30   0.61   2.29   0.61   0.00
195911   0.65  -0.83   1.65  -1.27   9.05  -1.30   1.86   5.20  -0.01  -1.10
195912   0.91   5.81   1.97   4.16   3.13   3.35   2.48  -1.94   1.80   1.59
196001  -3.45 -11.39  -8.48  -7.61  -9.84   0.94  -6.02  -6.38  -2.34  -4.54
196002   2.44  -2.94   0.01  -4.21   5.24   8.18   3.65   0.00   2.42  -0.45
196003  -1.78  -5.33  -3.74  -0.88   1.30  -0.60   0.01   1.38   1.37  -2.76
196004   1.42  -2.11  -3.64  -4.37   0.55  -1.05  -0.48   1.64   1.09  -1.24
196005   6.02  -1.50   3.34  -4.36   9.43   3.26   2.90  13.50   1.12  -0.24
196006   4.01   0.62   1.49   3.44   1.17  -1.19   3.58  -0.32   5.46   2.47
196007  -1.06  -0.71  -4.24   0.60  -4.21   0.10  -3.17  -3.94  -1.50  -1.64
196008   4.05   2.34   1.13   3.14   0.97   7.04   2.70   2.21   4.07   2.40
196009  -3.67  -5.35  -7.18  -1.02  -8.92  -6.69  -8.53  -8.85  -4.82  -6.05
196010   1.52  -1.29  -1.08   2.23  -3.27   0.14  -0.01  -3.58  -0.58  -1.02
196011   8.13  -1.58   4.14   2.44   6.76   4.12   6.39   3.60   3.34   6.09
196012   4.29  -0.32   3.79   5.29   2.82  11.65   2.13   6.07   6.16   3.69
196101   5.32   8.31   6.55   9.58   2.87   7.89   2.55   6.00   4.59   7.70
196102   6.29   3.58   4.54   0.07   2.59   0.70   4.60   4.96   3.35   5.17
196103   4.58   3.85   1.44   1.37   2.52   6.77   5.68   3.67   1.47   3.19
196104  -1.44  -1.24  -1.41   4.72   0.48   0.80   0.39  -0.37   1.62   0.42
196105   3.30   0.85   4.09  -0.63   2.70  -1.09   3.76   2.05   2.17   3.70
196106  -1.64  -1.91  -3.12  -4.04  -3.54  -4.67   0.43  -3.51  -2.07  -4.08
196107   2.76   6.97   2.40   2.24   1.78   6.43   2.22   3.36   2.67   1.14
196108   4.77   1.10   1.96  -0.63   4.32  -0.37   2.94   3.61   3.43   4.84
196109  -0.16   5.50  -4.58  -6.45   0.05  -2.87   0.30  -1.43   1.18  -2.03
196110   3.29   0.18  -0.34   6.31   3.36   0.19   8.85   3.43   5.05   2.14
196111   5.09   8.57   2.36   4.76   2.76   7.84   4.67   2.94   3.11   3.44
196112  -3.31   2.08   0.04   3.78  -0.87   3.23  -0.43  -2.14  -4.43  -2.18
196201  -6.26  -1.17  -3.67  -0.22  -4.97  -6.08  -8.87  -4.74  -2.81  -1.50
196202  -0.11  -2.15   0.93   4.83  -0.18   3.47   1.32   3.55   2.31   1.27
196203  -1.30  -1.21  -0.59  -1.71   0.03  -3.04   0.80   0.42   1.76  -2.14
196204  -6.82  -4.54  -8.02  -3.65 -11.06  -4.71  -4.59 -11.08  -3.00  -7.23
196205 -11.66  -5.79  -8.77  -5.83 -11.36  -7.76  -9.44 -11.16 -10.81  -8.35
196206  -9.05  -6.60  -9.72  -4.89 -11.79  -8.64 -10.38 -12.76  -5.39  -9.45
196207   5.10   8.42   5.26   4.73  11.31   7.23   4.09   7.66   7.16   5.56
196208   0.44   3.06   1.75   1.05   3.17   0.88   3.92  -8.22   2.80   3.34
196209  -5.89  -2.90  -5.89  -1.80  -9.10  -6.19  -6.71  -4.24  -3.07  -6.00
196210  -3.41   2.08   1.39  -0.66  -0.16   2.77  -1.60   2.33  -1.39   0.44
196211  11.48   5.27  12.40   9.96  14.29   6.43  10.65  17.09   7.22  14.29
196212   1.20   2.86  -1.17   4.64  -0.41   0.95  -0.08   0.68   3.21   0.96
196301   5.83   6.16   5.64   2.43   5.63   4.13   3.73   5.55   5.00   5.10
196302  -3.49  -3.63  -3.10  -1.89  -5.27  -1.74  -0.99  -2.87  -1.79  -0.82
196303   2.33   7.41   2.69   6.91   2.52   1.81   1.84   1.04   1.57   2.63
196304   2.27   5.47   4.58   6.01   6.40   3.73   5.30   7.48   2.12   5.71
196305   1.45   6.84   1.55  -0.87   3.98  -1.35   2.23  -0.52   0.72   3.21
196306  -1.62  -2.82  -2.73   1.19  -5.11  -1.98  -1.47  -1.24  -1.34  -1.52
196307  -0.62  -0.36  -1.53   2.11  -0.70  -0.23  -1.24   0.47   0.51  -1.73
196308   4.49   6.12   5.71   3.30   4.89   3.63   6.11   9.22   3.89   5.12
196309  -1.95  -0.38  -0.92  -3.66   0.04   2.24   0.86  -4.17  -2.71  -3.38
196310   2.52   9.60   2.45  -0.58   8.28   3.40   0.33   3.28  -0.96   1.21
196311  -1.59  -6.12  -0.28  -1.94  -0.53   3.59  -1.68  -2.07  -1.35  -0.19
196312   2.56   0.11   1.73   4.63   2.94  -0.28   0.22   1.36   2.17   2.45
196401   0.67   1.06   2.59   4.73   2.90   3.35   2.23   3.64   1.16   1.13
196402   1.45   1.64   2.33   0.40   1.73  -0.87   1.30   1.33   0.53   5.03
196403   2.83   0.78   3.49   1.34   3.29  -1.09   2.32  -2.07  -1.00   1.97
196404  -0.59   1.79  -1.81   3.95  -3.65   0.81   2.67  -1.51   0.81   0.16
196405   1.18   0.35   1.33   1.49   2.48  -0.99   3.59   0.21   0.50   2.02
196406   1.36   0.52   0.74   0.60   0.43   4.60   3.71   0.43   1.94   1.16
196407   1.69   5.16   1.25   3.24  -1.82  -1.99   1.06   4.68   4.68   1.23
196408  -0.61   0.87  -1.68  -2.49  -3.01  -2.11   0.06  -4.56  -0.33  -3.46
196409   1.44   4.90   4.60   3.03   1.05  -1.17   3.37   2.61   1.62   3.73
196410  -0.29   0.12   0.20   2.90  -1.01  -0.89   2.14   2.80   0.72   1.65
196411   0.23  -2.53  -1.05   1.84  -0.50  -2.84   2.87   1.73   1.03  -2.20
196412  -0.01   1.52  -1.01  -0.29  -0.16   2.94   0.08   4.17   0.25  -2.07
196501   6.00   3.65   5.44   0.42   7.44   0.27   2.84   7.59   3.74   4.60
196502   1.25  -1.18   2.11  -3.98   1.92   0.16   1.12   2.11   0.14   2.23
196503  -1.03   1.26  -1.36  -3.08  -0.58  -1.82  -0.98  -1.04  -0.78  -0.55
196504   4.11   6.93   3.94   0.78   5.12   2.30   6.67   2.89   0.42   2.05
196505  -1.12  -4.34  -0.92   0.18   0.20   2.15  -0.09  -1.55  -1.29  -2.04
196506  -5.39  -6.97  -6.41  -2.03  -5.80  -4.27  -6.31  -5.44  -3.92  -7.22
196507   1.51   2.30   1.98   1.73   3.59  -0.38  -1.59   3.86   0.83   3.27
196508   3.73   2.60   3.17   0.86   5.59   0.70   1.98   5.96   0.57   4.70
196509   0.22   6.82   3.73   4.31   5.19   0.94  -0.80   2.16   1.13   1.57
196510   2.55   6.22   4.36   1.70   5.20  -2.29   0.08   3.14   0.82   4.09
196511   0.67  -5.16   0.84  -0.10   2.49  -5.02   0.97   3.31  -1.37   3.48
196512   1.02   1.08   3.11   0.15  -1.65  -1.02   1.20   3.79  -0.56   3.17
196601   1.82   0.38   2.81   0.97   1.33  -1.30  -4.59   2.61  -3.24   5.13
196602  -0.84  -2.02  -1.10  -4.16   4.79  -0.25  -2.16  -1.84  -4.54   1.79
196603  -2.96  -3.20  -1.99  -2.30  -0.99  -5.03  -2.29  -1.71  -0.47  -3.07
196604   0.30  -0.01   2.71   3.04   7.63   1.26   2.91  -0.10   0.93   2.91
196605  -5.28  -8.90  -6.03  -4.46  -6.28  -3.80  -3.21  -5.57  -3.13  -8.21
196606  -2.09  -2.27  -1.15  -2.34  -0.22   0.35  -2.50   0.88  -2.09   0.52
196607  -1.32  -2.57  -1.59   0.31  -1.78  -1.17  -2.18  -1.79  -0.45  -2.18
196608  -7.56  -8.11  -8.40  -7.19  -6.24  -5.43  -6.78  -8.46  -9.02 -12.19
196609  -1.79  -1.22  -3.78   3.91  -2.00  -0.76  -2.09  -1.21   4.03  -2.07
196610   4.37   0.41   2.41   8.39   0.28   9.19  -1.65   4.79   9.66   2.92
196611   1.77  -4.64   2.01  -2.08  10.59  -3.65   0.17   6.32  -1.83   7.40
196612  -0.04  -2.82   1.19  -0.69   0.31   2.79  -4.23  -0.19   1.77   1.86
196701   9.28  12.02  11.09   3.32  10.18   6.23  11.49   6.29   2.57  11.81
196702   1.55  -1.68   0.76  -0.69   5.95   1.38   2.83   1.04  -2.11  -0.59
196703   4.19   4.09   5.56   3.54   5.35   2.76   2.25   7.76   1.21   3.95
196704   4.48  10.68   3.61   1.64   7.71   0.18   9.00   4.40   1.62   2.09
196705  -3.03  -7.87  -4.07  -3.28  -4.63  -6.41  -5.05  -5.63  -4.56  -2.29
196706   2.39   1.34   1.94   2.26   6.25   2.54   3.73   5.31  -1.63   3.62
196707   5.94  10.57   5.00   6.88   3.90  -6.62   5.79   3.73   2.06   7.68
196708  -1.22  -0.52  -0.91  -2.27  -1.21  -2.07   0.18   0.32  -1.10  -0.62
196709   2.87   4.85   2.95   4.18   8.29   1.00   2.15   2.83  -0.41   1.17
196710  -2.78  -5.00  -4.55  -1.16   4.79  -3.49   0.48  -5.07  -5.71  -5.39
196711   0.13  -1.51   0.20  -0.07   1.19  -0.84   0.37   0.95   2.68  -0.77
196712   2.97   0.73   5.07   3.06   2.13  -0.08   3.35   1.52   2.98   5.29
196801  -0.70  -5.29  -6.60  -1.22  -8.71   2.69   0.88  -6.64  -0.16  -1.99
196802  -3.04  -3.08  -4.68  -3.21  -4.75  -3.32  -1.08  -4.57  -1.92  -3.89
196803   0.49   0.50   0.63   0.74   4.08  -1.34   2.79  -0.01  -4.24  -0.29
196804  10.98  11.84  10.49   5.49  12.36   2.22  12.19  11.82   2.04  11.93
196805   4.65  -1.18   2.81   0.58   3.63  -1.68   3.18   3.01   0.01   5.90
196806   0.96  -1.68  -0.46   1.78  -2.06   3.94   0.26   2.16   8.07   2.85
196807  -4.02  -2.99  -4.39   5.07  -5.61  -0.19  -5.17  -4.14  -0.14  -2.89
196808   2.46   0.54   2.86   0.65   0.34   0.25   1.94   0.28  -1.30   2.52
196809   4.64   6.74   4.38   3.52   2.90   2.84   7.77   0.83  -0.07   9.03
196810   0.77   4.56   0.82   2.20  -5.10   3.17   0.61  -0.11   0.14   0.96
196811   4.30  -1.27   5.39   5.05   8.53   4.53   4.75   7.75   8.33   7.37
196812  -1.24  -4.56  -3.67  -2.62  -5.44  -6.83  -4.18  -1.18  -3.19  -3.91
196901  -1.30  -2.01  -0.43  -1.26  -4.69   1.20  -1.20  -0.29   2.13   0.76
196902  -6.91  -4.06  -6.23  -5.21  -3.82  -4.25  -4.36  -5.45  -5.65  -8.57
196903   0.50   4.95   2.38   7.03   5.41  -0.56   5.01   3.23  -1.64   0.57
196904   0.92   1.16   1.20  -0.52   3.90   7.73   3.59   4.88   0.99   1.66
196905   0.87  -1.36  -1.27   3.11  -1.92   0.21   0.28   1.36  -0.44  -1.40
196906  -7.58  -6.12  -6.96  -9.99  -0.18  -4.18  -5.50  -5.11  -6.08 -10.80
196907  -7.08  -7.18  -5.68  -9.79  -5.43  -4.49  -8.69  -2.81  -3.34  -9.25
196908   4.68   2.38   3.64   5.86   6.76   0.64   7.86   8.86  -1.78   8.61
196909  -0.08  -0.55  -2.25  -9.70   0.15  -4.11  -0.71   2.09  -4.55  -0.95
196910   8.21   3.66   6.41  -1.50   5.79   3.50   6.54   8.90   7.86   7.78
196911  -2.74  -5.38  -3.97  -5.06  -2.03   0.22  -4.57   0.06  -5.74  -5.82
196912  -2.19  -3.59  -1.45  -3.11  -0.80  -5.75  -3.12   4.18  -1.06  -3.98
197001  -4.39  -8.40  -7.29 -11.79  -9.07  -2.56  -6.07  -7.16  -4.59  -8.91
197002   4.35   5.13   4.31   4.56   2.64   6.90   4.98   5.25   7.78   9.06
197003  -1.14   4.81  -0.68  -0.54  -2.64   2.04  -1.84  -5.18   2.47  -2.15
197004 -10.32  -8.93  -9.15  -9.26 -14.36  -8.79 -11.37 -10.15  -8.41 -13.82
197005  -7.89  -6.93  -8.25   1.51  -9.90  -4.81  -9.97  -8.08  -5.94  -8.63
197006  -1.89  -4.00  -4.95  -2.58 -11.84  -8.76  -4.14  -0.63  -5.19  -7.16
197007   6.49  10.12   4.82  12.40   2.12  10.27  10.38   2.08   8.30   7.82
197008   1.15   7.57   3.96   5.74   7.83   1.36   4.90   1.46   4.03   4.69
197009   5.32   2.64   3.86   3.18  10.09  -1.19   7.85   7.90  -0.96   7.32
197010   0.49  -2.23  -3.34   2.49  -3.78  -3.75  -1.80   0.19  -1.21  -6.07
197011   4.41   6.18   3.41   4.25   3.94   4.92   6.47   2.65   8.76   3.41
197012   7.21   6.12   7.86   2.25   4.37   6.60   5.25   5.26   6.74   8.05
197101   4.82   3.63   5.93   0.11   5.43   9.75   8.12   4.89   2.61   7.67
197102   3.45   1.67   0.78   4.05   2.44  -6.25   3.43   0.98  -3.05   1.97
197103   4.22   3.33   4.08   2.63   8.02   0.47   6.65   3.59   1.93   5.67
197104   2.12   8.42   4.34   4.20   2.36   0.81   4.88   4.17  -3.88   4.23
197105  -3.36  -4.85  -2.62  -5.39  -6.42  -6.21  -2.14  -2.40  -4.24  -4.76
197106  -0.36  -0.67   0.30   0.93  -2.22   0.77   0.36   1.95   3.86  -1.57
197107  -2.23  -5.42  -5.11  -2.28  -8.61  -3.69  -3.68  -2.19  -2.50  -3.96
197108   2.83   9.98   6.06  -1.93   5.34  -1.48   5.97   2.82  -2.95   6.69
197109  -0.30  -0.19  -0.36  -1.75  -1.62   0.13   0.61   0.60  -1.89  -0.64
197110  -4.44  -5.19  -6.18  -4.74  -4.38  -1.83  -3.51  -2.53   1.59  -4.32
197111  -0.73  -0.38  -1.34  -0.56   1.44  -0.73  -0.04   0.43  -1.78  -0.55
197112  10.31   6.07   9.90   8.75  11.18   7.28  10.21   7.70   7.69   7.97
197201   2.36   3.26   3.23   0.03   8.41   1.01   0.16   2.54  -0.69   3.25
197202   4.40   0.07   4.53   1.80   1.57  -0.80   5.38   6.88  -3.07   2.02
197203  -0.12   4.16   2.40  -5.51   1.03  -0.61   1.95   0.41  -0.56   2.08
197204   1.82  -0.70   1.80  -0.68   0.73  -1.06  -0.69   1.08  -3.16   1.70
197205   0.13  -1.80   1.74   2.69   3.41   0.12   1.27   3.44  -0.85  -0.88
197206  -1.33  -3.05  -2.32  -1.05  -2.60  -2.88  -4.04   2.49  -2.03  -4.73
197207  -1.71  -2.11   0.33  -1.22   0.94   0.74  -2.55   3.05  -0.35  -3.05
197208  -0.36   3.22   1.90  11.62   2.56   4.00  -0.62   0.84   5.30   3.33
197209  -2.82  -1.05  -1.28  -0.27  -1.22   4.00  -0.62  -0.47  -0.24  -1.97
197210  -0.08  -2.49   0.94   2.88  -3.31   2.27   0.80   1.46   6.33   1.02
197211   6.56   7.12   3.88   5.57   2.20   5.91   5.70  -0.76   5.79   4.89
197212   0.35   1.71   0.71   0.97   1.93   1.26   1.78   3.69  -1.94  -0.99
197301  -4.80  -6.81  -3.72   4.71   1.91  -2.12  -4.38  -1.22  -4.62  -7.57
197302  -4.63  -6.64  -2.52  -7.83  -3.32  -5.63  -6.63  -0.93  -2.63  -6.32
197303  -1.27  -2.90  -0.52   3.06  -1.29   0.23  -5.79   0.74  -2.52  -0.54
197304  -6.41  -5.24  -4.69  -1.16  -6.71   0.86  -8.49  -5.55  -0.98  -7.92
197305  -2.41  -5.10  -1.58  -4.13  -2.91  -2.00  -2.42   0.87  -0.34  -5.32
197306  -3.75  -2.79  -0.57   1.54  -0.15  -0.49  -5.83  -0.03  -2.95  -0.58
197307   7.42   7.00   6.43   0.13   4.96  -0.31  10.87   6.83  -2.79   9.40
197308  -3.65  -4.56  -2.00  -4.38  -4.01  -5.11  -4.50  -7.18  -2.84  -2.49
197309   5.64   7.67   4.49   9.22  -2.86   7.46   7.36   0.79   7.51   6.98
197310  -2.45  -4.66   0.13   4.85   3.83  -5.54  -3.62   1.79  -3.92  -1.18
197311 -14.67 -17.73 -14.92  -6.65 -11.80  -3.09 -19.06  -8.02 -12.31 -13.70
197312  -1.87  -3.86   0.85   8.52  -4.40   4.21  -0.55  -4.54   2.88   2.17
197401   2.25   6.05   0.31  -7.80   1.24   2.01   6.69  -2.57   4.02   0.95
197402  -0.36  -1.91  -0.57  -2.09  -1.03   3.58   0.64  -1.51  -0.48   0.80
