This file was created using the 202006 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 2 ME portfolios
and 4 OP portfolios and 4 INV portfolios in Asia_Pacific_ex_Japan.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June. OP for June of year t is annual revenues minus cost of goods sold, interest expense,
and selling, general, and administrative expenses divided by book equity for the last fiscal year end in t-1.
Investment is the change in total assets from the fiscal year ending in year t-2
to the fiscal year ending in t-1, divided by t-2 total assets.
Firms with negative BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
,SMALL LoOP LoINV,ME1 OP1 INV2,ME1 OP1 INV3,ME1 OP1 HiINV,ME1 OP2 LoINV,ME1 OP2 INV2,ME1 OP2 INV3,ME1 OP2 HiINV,ME1 OP3 LoINV,ME1 OP3 INV2,ME1 OP3 INV3,ME1 OP3 HiINV,ME1 OP4 LoINV,ME1 OP4 INV2,ME1 OP4 INV3,SMALL HiOP HiINV,BIG LoOP LoINV,ME2 OP1 INV2,ME2 OP1 INV3,ME2 OP1 HiINV,ME2 OP2 LoINV,ME2 OP2 INV2,ME2 OP2 INV3,ME2 OP2 HiINV,ME2 OP3 LoINV,ME2 OP3 INV2,ME2 OP3 INV3,ME2 OP3 HiINV,ME2 OP4 LoINV,ME2 OP4 INV2,ME2 OP4 INV3,BIG HiOP HiINV
199507     ,7.66     ,6.12    ,10.57    ,12.32     ,8.33     ,7.93     ,6.05     ,9.07     ,6.47     ,6.68     ,9.52     ,8.47     ,5.67     ,6.11     ,6.18    ,11.25     ,4.91     ,2.97     ,0.30     ,2.25     ,5.68     ,4.66     ,3.73     ,4.38    ,11.48     ,3.31     ,6.06     ,5.85     ,3.81    ,10.20    ,-0.02     ,8.60
199508     ,7.85     ,8.18     ,5.05     ,5.55     ,2.50     ,1.05     ,1.35    ,-0.60     ,2.27     ,3.90     ,0.68     ,4.09     ,2.03     ,4.55     ,0.85     ,2.25     ,0.06    ,-7.62    ,-4.90    ,-4.46    ,-1.87    ,-1.07    ,-3.96    ,-2.72     ,2.32    ,-1.21    ,-1.41    ,-4.36    ,-0.71     ,1.50    ,-1.93     ,2.90
199509    ,-2.62     ,2.14     ,2.93     ,3.80    ,-0.11    ,-1.58     ,5.26    ,-1.10     ,3.87     ,0.93    ,-0.40    ,-1.56    ,-0.16     ,3.94     ,2.07     ,4.62     ,3.07     ,3.57     ,0.96     ,2.05    ,-0.50     ,1.95     ,5.01     ,8.62     ,2.30     ,1.80    ,-0.89     ,7.15     ,2.03     ,0.02     ,1.07     ,3.02
199510    ,-4.81    ,-5.18     ,1.00    ,-0.11    ,-3.22    ,-3.28    ,-3.16    ,-3.30    ,-2.05    ,-0.68    ,-0.33    ,-4.88    ,-2.31    ,-1.71     ,0.23    ,-4.36     ,0.87     ,2.79     ,2.08     ,1.68    ,-4.34    ,-2.47     ,0.72    ,-0.99    ,-0.51     ,1.93    ,-0.25     ,2.24     ,2.51    ,-1.03    ,-1.93    ,-2.41
199511     ,0.82     ,2.26    ,10.90    ,10.10     ,0.53     ,0.37    ,-0.96    ,-2.09     ,2.58     ,3.36     ,0.04    ,-0.48     ,1.14     ,0.50     ,3.57    ,-4.26     ,1.01     ,2.95    ,-1.11     ,1.59     ,0.08     ,1.61     ,1.87     ,3.54     ,1.85    ,-1.53     ,0.02     ,2.88     ,2.27     ,2.50     ,0.03    ,-0.21
199512    ,-1.78    ,-2.00     ,1.89     ,0.29     ,8.04     ,2.99    ,-1.14     ,0.75     ,0.55     ,0.87     ,1.83     ,3.07     ,3.20     ,2.19    ,-0.25    ,-3.30     ,1.49     ,3.08     ,4.86     ,4.20     ,0.28     ,1.88     ,7.31     ,3.43     ,2.60     ,1.55     ,3.36    ,-2.12     ,5.55     ,3.44     ,3.48     ,1.51
199601     ,5.63     ,7.63    ,18.64     ,9.85     ,3.79     ,6.88     ,8.72    ,11.05    ,11.12     ,4.61     ,8.09     ,5.67     ,6.84     ,4.91     ,8.65    ,11.29     ,6.69    ,10.46    ,15.13    ,17.21     ,0.96     ,7.59    ,12.19    ,16.10     ,3.44     ,7.38     ,2.73    ,20.44     ,9.39     ,4.47     ,7.03     ,8.01
199602     ,4.53     ,4.71     ,4.87     ,7.18     ,4.73     ,1.06     ,2.40     ,0.12     ,1.25     ,2.59     ,3.40     ,0.80     ,2.30     ,2.78     ,1.51     ,1.39     ,2.50    ,-0.85    ,-1.03    ,-0.78     ,2.70     ,0.69    ,-1.44    ,-3.96     ,3.04     ,1.23     ,3.02    ,-3.53     ,0.79     ,1.01     ,2.67     ,3.10
199603     ,0.14    ,-2.63     ,5.67     ,0.69     ,0.11    ,-4.21    ,-0.57     ,1.45     ,1.69     ,0.66    ,-3.30    ,-2.27     ,2.79     ,1.48    ,-0.88    ,-1.22     ,1.16     ,3.94     ,0.03    ,-2.51     ,2.25    ,-1.17    ,-0.19    ,-1.18    ,-0.04    ,-1.57    ,-0.42    ,-0.75    ,-0.95    ,-0.88    ,-0.67    ,-1.39
199604    ,-0.48     ,6.51    ,16.46    ,-0.48     ,8.37     ,0.83     ,2.39     ,2.54     ,4.04     ,3.06     ,0.93     ,3.22     ,3.06     ,3.61     ,1.56     ,2.87     ,3.75     ,2.10    ,-0.64     ,1.58     ,2.34     ,1.45     ,0.28     ,3.60     ,5.10     ,3.54     ,2.44    ,-0.02     ,0.29     ,4.73    ,-1.09    ,-0.33
199605     ,0.68    ,-0.17    ,-1.05     ,4.63    ,12.75     ,0.60    ,-0.03     ,3.32     ,0.52    ,-0.21     ,1.72     ,2.28    ,-1.84    ,-0.59     ,0.68     ,5.63    ,-0.02    ,-2.84     ,2.06    ,-0.14    ,-4.56     ,3.82    ,-0.47     ,5.68    ,-1.75     ,0.98    ,-2.05     ,2.45     ,6.71     ,0.77     ,0.10     ,1.58
199606    ,-5.89    ,-2.90    ,-9.66    ,-5.74    ,-3.17    ,-0.89    ,-0.88    ,-0.83    ,-0.43    ,-0.30    ,-2.35    ,-0.64    ,-1.67    ,-2.07    ,-1.88     ,0.98    ,-1.53    ,-0.06    ,-2.13    ,-1.04     ,0.50    ,-2.45    ,-1.44    ,-0.91    ,-2.57    ,-1.25    ,-1.19    ,-1.08    ,-2.29    ,-3.83    ,-2.86     ,1.14
199607    ,-9.76    ,-9.74    ,-5.87   ,-13.22    ,-6.32    ,-3.72    ,-4.64    ,-7.39    ,-3.70    ,-4.78    ,-3.98    ,-4.41    ,-1.87    ,-3.21    ,-4.10    ,-4.42    ,-6.09    ,-3.79   ,-12.29    ,-3.32    ,-5.94    ,-1.51   ,-10.58    ,-7.31    ,-4.54    ,-6.78    ,-2.85    ,-4.48     ,0.61    ,-5.10    ,-3.82    ,-7.85
199608     ,4.36     ,6.43    ,16.95     ,4.82    ,-0.48     ,1.01     ,0.91     ,2.32     ,2.25     ,5.20     ,4.34     ,4.01     ,7.56     ,5.75     ,6.15     ,5.14     ,6.94     ,2.47    ,10.89     ,4.75     ,4.70     ,3.98     ,4.90     ,5.38     ,5.48     ,2.63     ,4.84     ,6.38     ,5.26     ,5.15     ,3.54     ,0.43
199609    ,-0.09    ,-5.70     ,0.64     ,6.14     ,3.52     ,3.28     ,2.03    ,-0.65     ,0.21     ,0.84     ,1.75     ,0.11     ,1.74     ,2.43     ,4.35     ,3.70     ,3.81     ,5.46    ,-6.24     ,2.31     ,6.13     ,3.78     ,1.36    ,-1.57     ,3.36     ,1.80     ,6.24     ,0.01     ,0.74    ,-1.34     ,6.39    ,-2.57
199610     ,7.19     ,3.83     ,7.51     ,1.36     ,4.23     ,3.86     ,3.38     ,7.66     ,3.76     ,2.96     ,0.46     ,1.95     ,5.35     ,5.37     ,4.78     ,7.11     ,0.51     ,2.65    ,-1.55     ,3.60     ,5.96     ,2.92     ,1.41    ,-3.37     ,3.60    ,-0.69     ,6.65     ,1.44     ,5.36     ,2.91     ,0.29     ,1.63
199611     ,9.17    ,24.69     ,3.94    ,13.44     ,7.74     ,6.86     ,7.14     ,6.53     ,8.39     ,5.08     ,7.60     ,3.39     ,5.71     ,5.86     ,6.73     ,8.46    ,17.77    ,11.46    ,14.05     ,8.03    ,10.62    ,10.48     ,1.03     ,4.49     ,4.60     ,1.57     ,7.68     ,1.44     ,3.90     ,7.31     ,6.07     ,0.42
199612     ,2.31     ,6.02    ,-3.54    ,-2.67    ,-2.08     ,0.77     ,1.35    ,-3.96    ,-1.91     ,1.38     ,0.15    ,-2.21    ,-0.18     ,0.74    ,-2.01    ,-1.67    ,-0.17     ,2.38    ,-0.36    ,-1.41    ,-0.34    ,-1.01     ,0.78     ,0.57     ,4.48     ,1.17     ,0.22     ,0.42    ,-0.56    ,-2.03    ,-2.13     ,1.40
199701     ,0.54    ,-2.66    ,-7.66    ,-4.34     ,2.20     ,2.41    ,-0.86     ,4.31     ,4.06    ,-1.46    ,-0.14    ,-2.40    ,-2.48    ,-0.42    ,-0.28     ,0.94    ,-3.65    ,-2.19    ,-2.62     ,1.60    ,-4.79    ,-4.17    ,-2.05     ,1.17    ,-5.24     ,0.14    ,-3.13     ,0.28    ,-2.24    ,-3.93     ,1.62    ,-0.77
199702     ,6.53    ,-0.02     ,3.31     ,8.60     ,3.03     ,3.86     ,2.70     ,6.32     ,4.94     ,5.16     ,5.15     ,6.41     ,5.61     ,5.71     ,3.57     ,3.56     ,0.66     ,1.54     ,6.48    ,-0.69     ,3.60    ,-2.32     ,0.94     ,1.67     ,5.14     ,1.09    ,-0.65     ,0.33    ,-0.99     ,1.59     ,1.32     ,1.25
199703    ,-1.26    ,-4.31    ,-2.91    ,-5.10    ,-2.41    ,-5.08    ,-5.24    ,-1.74    ,-6.20    ,-1.20    ,-2.72    ,-5.26    ,-5.98     ,1.08    ,-1.23     ,0.11    ,-8.81    ,-6.62    ,-9.64    ,-8.03    ,-6.85    ,-7.81    ,-8.48    ,-2.55     ,2.42    ,-1.91    ,-3.74    ,-5.12     ,0.17     ,0.65    ,-1.71    ,-9.44
199704    ,-0.42    ,-3.04    ,-4.23   ,-12.06     ,7.83     ,0.28    ,-3.48    ,-1.24    ,-0.19    ,-0.66     ,0.74    ,-0.41    ,-3.63    ,-0.06     ,0.67    ,-1.39    ,-1.26     ,0.94     ,1.70    ,-2.83     ,2.80     ,3.22    ,-1.45    ,-3.92     ,0.67     ,0.48     ,1.16     ,1.21     ,0.64     ,4.07     ,2.57   ,-10.92
199705     ,8.69    ,-0.03     ,0.34     ,4.09     ,6.93     ,5.82     ,5.45     ,3.74     ,1.66     ,3.73     ,4.80     ,3.89     ,3.52     ,2.84     ,3.40     ,6.05    ,14.15    ,11.42     ,3.89     ,7.44    ,10.40     ,6.81     ,0.62     ,6.55     ,0.13     ,3.84     ,9.66     ,5.50     ,6.71     ,2.82    ,11.71     ,6.99
199706    ,-3.86    ,-6.90    ,-0.56    ,-8.86    ,-1.47    ,-0.57    ,-1.09     ,5.62     ,1.49     ,0.38     ,3.32    ,-0.92    ,-1.81    ,-1.93     ,0.74    ,-1.45    ,-2.21     ,0.89    ,-5.15    ,-2.76    ,-4.13     ,2.15     ,3.00    ,-0.22     ,6.72     ,6.55     ,7.15     ,3.82     ,2.89     ,5.28     ,5.60     ,1.92
199707    ,-0.16    ,19.82     ,7.09    ,-1.42     ,6.38     ,5.28     ,7.50    ,-1.34     ,2.43     ,2.47     ,1.92     ,9.64    ,-2.34     ,3.43     ,3.52     ,4.49     ,2.73    ,-1.58    ,-1.47     ,4.25     ,0.50     ,6.28     ,4.34     ,0.19    ,-3.94     ,0.89     ,3.23     ,3.67     ,0.65     ,2.22     ,1.06     ,1.45
199708     ,8.64    ,-8.47    ,11.89     ,5.92    ,16.62     ,4.11     ,0.31     ,2.43     ,1.98     ,0.07     ,1.49    ,-5.61    ,-4.69    ,-6.08    ,-0.46    ,-4.80    ,-7.27    ,-5.97    ,-5.60    ,-3.83    ,-8.74   ,-10.37    ,-9.21   ,-13.34    ,-6.12    ,-5.15   ,-14.30   ,-14.21    ,-4.61    ,-8.44   ,-13.63    ,-2.18
199709    ,-4.94    ,-3.82    ,-6.59    ,-1.55     ,3.21    ,-8.39    ,-3.05    ,-8.04    ,-4.78    ,-3.67    ,-3.32    ,-2.29    ,-0.90     ,5.39    ,-1.39    ,-2.65     ,7.77    ,-2.91     ,0.22     ,5.71     ,5.52     ,9.50     ,0.21    ,-0.70     ,4.11     ,4.42     ,6.59     ,0.74     ,4.42     ,8.18     ,6.48    ,-1.55
199710   ,-36.41   ,-23.92   ,-29.44   ,-20.42   ,-31.41   ,-28.40   ,-28.21   ,-28.15   ,-23.88   ,-20.54   ,-17.58   ,-24.30   ,-15.26   ,-10.84   ,-21.94   ,-27.35   ,-22.73   ,-38.32   ,-30.80   ,-30.06   ,-17.38   ,-28.24   ,-26.58   ,-23.61   ,-19.53   ,-18.50   ,-24.81   ,-30.14    ,-9.89   ,-11.57   ,-13.21   ,-31.45
199711   ,-10.03    ,-4.86   ,-11.86    ,-4.71   ,-14.54    ,-6.19    ,-5.83   ,-10.04    ,-7.10    ,-3.35    ,-5.23    ,-5.35    ,-7.37    ,-4.33    ,-6.24    ,-4.43    ,-1.09    ,-5.58    ,-4.24    ,-5.57     ,0.44     ,0.77     ,0.89    ,-5.50    ,-4.65     ,0.03     ,0.48    ,-4.22     ,3.05    ,-0.92     ,3.81    ,-4.40
199712    ,-8.88    ,-0.63    ,-7.46   ,-24.21    ,-6.73    ,-8.09    ,-6.83    ,-4.21    ,-2.07    ,-4.62    ,-8.39    ,-5.10    ,-3.47    ,-2.96    ,-5.67    ,-9.59    ,-4.12    ,-3.29     ,1.25    ,-7.91     ,2.41    ,-4.60    ,-2.10     ,2.46     ,1.79     ,3.78     ,1.98    ,-2.42    ,-0.95     ,0.94     ,1.43    ,-5.79
199801   ,-21.52   ,-14.98    ,-9.67     ,5.37   ,-14.03   ,-18.76   ,-19.41   ,-14.24    ,-8.56   ,-14.85   ,-12.34   ,-15.54     ,1.90     ,1.25    ,-6.75   ,-14.65    ,-7.67   ,-27.94   ,-24.89   ,-21.82    ,-0.59   ,-13.51   ,-12.98    ,-8.38     ,3.05    ,-9.58   ,-13.61   ,-14.83    ,-2.25     ,2.75     ,1.65   ,-23.77
199802    ,20.50     ,5.62    ,17.49    ,-0.83    ,20.44    ,18.34    ,15.44    ,15.34    ,13.97    ,11.58    ,15.58    ,16.12     ,0.69     ,6.30    ,13.56    ,18.93    ,12.42    ,40.08    ,26.61    ,30.68     ,8.55    ,24.64    ,17.31    ,12.10     ,1.81    ,12.04    ,18.28    ,24.53     ,4.31     ,3.05     ,2.32    ,26.05
199803     ,0.33   ,-12.37    ,-0.53    ,-6.85    ,-2.31     ,1.83     ,3.13    ,-6.31    ,-3.06    ,-1.65    ,-0.46    ,-1.31    ,-2.26    ,-2.30    ,-1.88    ,-3.32    ,-5.23    ,-2.30    ,-1.69    ,-2.34    ,-0.97    ,-2.38     ,1.17    ,-0.19     ,0.79     ,1.97    ,-1.27    ,-1.35    ,-2.25    ,-3.32    ,-3.19    ,-2.73
199804    ,-6.29    ,-5.71    ,-4.85    ,-2.42    ,-5.05    ,-6.77    ,-4.97    ,-3.20    ,-3.47    ,-2.98    ,-5.06    ,-3.95     ,2.98     ,0.85    ,-3.29    ,-3.30    ,-4.35   ,-14.24    ,-5.95    ,-9.29    ,-3.64    ,-8.66    ,-9.31    ,-8.16    ,-0.67    ,-7.71    ,-5.53    ,-1.75    ,-1.10    ,-1.25    ,-4.41    ,-3.51
199805   ,-12.50    ,-8.86   ,-10.13    ,-7.36   ,-10.37   ,-12.26   ,-12.26   ,-12.53    ,-6.17    ,-8.68    ,-8.04    ,-9.21    ,-6.52    ,-7.41    ,-9.79   ,-10.69   ,-10.45   ,-17.06   ,-17.80   ,-15.43    ,-9.51   ,-13.73   ,-12.00   ,-11.96    ,-8.35   ,-10.44   ,-11.35   ,-17.72    ,-2.65    ,-4.14    ,-9.55   ,-16.66
199806   ,-18.96    ,-1.48    ,-8.53   ,-11.70   ,-10.37    ,-8.81   ,-12.35   ,-11.67    ,-6.84    ,-6.70    ,-7.63   ,-13.92    ,-6.96    ,-5.49   ,-11.25    ,-9.90    ,-4.89   ,-13.29   ,-12.13   ,-12.82    ,13.84    ,-5.59   ,-10.01   ,-11.74    ,-5.48    ,-9.84   ,-11.47   ,-15.37    ,-5.73    ,-1.62     ,0.73   ,-16.12
199807     ,2.40     ,9.67    ,-1.53    ,-1.92   ,-10.00    ,-9.15    ,-9.93    ,-7.08    ,-4.62    ,-6.14    ,-1.46    ,-5.79    ,-1.88    ,-0.55    ,-4.59    ,-4.22    ,-3.93   ,-11.08   ,-15.14   ,-10.39    ,-5.02    ,-5.78    ,-7.72    ,-6.46    ,-0.86    ,-6.57    ,-2.03     ,1.53    ,-1.17     ,2.03     ,1.16     ,6.36
199808   ,-18.38   ,-13.62   ,-20.91   ,-20.46   ,-12.91   ,-14.88   ,-16.92   ,-18.00   ,-12.40   ,-13.67   ,-14.63   ,-19.12   ,-17.17   ,-12.53   ,-14.94   ,-11.74   ,-21.52    ,-5.71   ,-16.42   ,-13.09   ,-15.47   ,-14.42   ,-15.60   ,-13.64   ,-14.90    ,-5.67   ,-11.76    ,-9.61   ,-14.10   ,-13.39    ,-9.61    ,-7.89
199809     ,1.57    ,-0.21     ,4.96     ,3.82     ,3.67     ,3.33     ,5.18     ,7.95    ,10.32     ,8.94    ,10.92     ,8.87     ,5.56     ,6.77    ,10.93     ,4.20     ,8.65     ,1.65    ,18.27    ,10.47     ,9.91    ,14.66    ,13.87    ,15.88    ,11.40    ,14.46    ,21.82    ,11.96    ,15.10     ,9.02     ,7.21    ,11.05
199810    ,10.34     ,6.39     ,8.02     ,7.51    ,18.26    ,31.31    ,23.58    ,18.78    ,17.82    ,28.52    ,24.76    ,22.88     ,5.95    ,11.17    ,18.94    ,17.54    ,34.52    ,33.91    ,53.65    ,13.29    ,32.81    ,16.11    ,22.55    ,37.64     ,8.78    ,29.36    ,17.73     ,4.75     ,8.24     ,9.99     ,6.88     ,5.65
199811     ,8.23     ,4.82     ,2.03     ,8.37     ,6.53     ,9.27     ,6.23    ,10.58     ,3.27     ,5.46     ,7.26     ,8.14     ,8.28     ,7.50     ,5.60     ,9.69    ,10.68     ,5.78     ,9.02     ,0.74     ,2.64     ,2.07    ,12.85    ,-0.99     ,4.94     ,4.67    ,11.76     ,9.19    ,16.21     ,5.05     ,5.09     ,3.14
199812    ,-5.18     ,0.76    ,-0.43     ,1.00    ,-3.21    ,-5.02    ,-8.29    ,-5.48     ,0.80    ,-3.64    ,-5.03    ,-7.55    ,-0.39     ,3.19    ,-0.37    ,-3.00   ,-13.60    ,-3.21    ,-0.44    ,-5.73     ,4.86    ,-2.29    ,-0.87    ,-0.51    ,-2.37    ,-0.88    ,-5.14    ,-2.85    ,-4.91    ,-0.46    ,-3.14    ,-4.68
199901    ,-4.21     ,4.41     ,0.83     ,5.46    ,-5.47    ,-1.31    ,-6.72     ,0.32     ,0.31     ,0.88    ,-0.85    ,-1.08     ,3.14     ,3.29    ,-1.42     ,3.78    ,-1.85   ,-13.19    ,-9.96     ,0.46     ,3.28    ,-0.44    ,-5.55    ,-2.58     ,5.45    ,-4.35    ,-4.27     ,3.63     ,3.64     ,6.90     ,2.33    ,-3.40
199902     ,1.49    ,-6.83    ,-2.13     ,1.53    ,-1.69    ,-2.61    ,-3.63     ,1.95    ,-1.34    ,-3.96     ,1.80    ,-4.10    ,-0.05     ,3.65    ,-0.82    ,-2.48    ,-1.69    ,-2.44    ,-1.93    ,-2.80     ,0.10     ,1.39     ,0.12     ,0.08    ,-1.60    ,-1.81     ,0.60    ,-0.49    ,-4.47    ,-0.31    ,-0.17    ,-2.77
199903     ,0.08    ,-1.19    ,-1.31    ,-0.97     ,3.23     ,5.09     ,4.44     ,6.48     ,3.72     ,3.44     ,4.55     ,3.54     ,8.57     ,2.68     ,4.05     ,2.19    ,16.47    ,23.28    ,12.18     ,8.27    ,11.30    ,10.98    ,11.40     ,9.72     ,7.21    ,13.53     ,8.15     ,1.79     ,2.09     ,6.30    ,10.38     ,3.14
199904    ,14.96    ,19.04    ,20.06    ,16.42    ,21.11    ,31.24    ,28.20    ,22.78    ,32.15    ,25.97    ,19.07    ,27.61    ,29.66    ,13.20    ,22.96    ,19.43    ,28.46    ,40.17    ,22.51    ,14.61    ,17.71    ,18.82    ,17.56    ,13.60     ,9.62    ,21.10    ,19.03    ,24.01     ,5.92    ,12.68    ,17.15    ,18.45
199905     ,6.05     ,1.42     ,9.69    ,-2.88     ,8.64    ,10.61     ,7.96    ,17.62     ,1.28     ,4.33     ,6.28     ,9.56    ,-0.25    ,-2.31    ,10.90    ,13.14    ,-8.32     ,0.40    ,-5.66    ,-2.76    ,-0.86     ,0.58    ,-5.97    ,-6.88    ,-9.59    ,-9.21    ,-7.16    ,-5.23    ,-1.80    ,-7.89   ,-10.21    ,-7.05
199906    ,17.07     ,0.65     ,8.21     ,3.35    ,21.36    ,17.37    ,18.60    ,15.77    ,18.51    ,15.61    ,17.91    ,21.17    ,33.61     ,5.30    ,13.08    ,19.28    ,10.84    ,18.90    ,11.35    ,10.06     ,9.20    ,11.58    ,15.66     ,6.93     ,3.87     ,6.70    ,11.28    ,17.13    ,12.70     ,7.62     ,7.65     ,5.79
199907    ,-2.94    ,-6.12     ,3.05    ,-2.26    ,-6.60    ,-8.53    ,-7.93    ,-3.86    ,-4.21    ,-6.41    ,-6.28    ,-4.32    ,-2.31    ,-3.01    ,-2.02    ,-2.16    ,-9.13    ,-3.13    ,-2.78    ,-2.37    ,-3.14     ,2.82    ,-0.64     ,4.05     ,1.04     ,0.49    ,-1.28     ,2.05     ,2.51    ,-2.46    ,-3.12    ,-3.71
199908    ,-5.11     ,0.84    ,-0.27    ,-8.46    ,-3.01    ,-3.72    ,-4.73    ,-3.88    ,-7.35    ,-1.18    ,-3.68    ,-2.71     ,0.65    ,-1.64    ,-2.65    ,-2.39    ,-0.95     ,2.37     ,2.43    ,-5.46    ,-2.44    ,-2.73    ,-1.32   ,-10.48    ,-6.95    ,-2.69     ,1.44    ,-0.04     ,1.70    ,-2.99    ,-0.86    ,-1.74
199909     ,8.53    ,13.84     ,2.44    ,-1.23     ,4.68     ,0.37    ,-2.84     ,4.35     ,5.04     ,0.65    ,-1.12     ,2.92    ,12.48     ,1.96    ,-0.89     ,2.63    ,-8.55    ,-2.91    ,-2.10     ,2.12    ,-6.84    ,-5.48    ,-1.11     ,0.77    ,-4.54    ,-3.71    ,-0.99    ,-1.57    ,-3.73     ,1.96    ,-1.17    ,-1.82
199910     ,2.04    ,-4.95    ,-2.24    ,-0.19    ,-2.36    ,-0.88    ,-0.65    ,-1.15    ,-5.36     ,0.29     ,0.79     ,1.06    ,-4.05     ,0.84     ,0.03    ,-3.21     ,0.53    ,-1.57     ,7.73    ,-6.29     ,0.76     ,5.86    ,-2.51     ,3.03    ,-2.85    ,-2.92     ,3.58     ,1.43    ,-4.21    ,-3.10     ,2.21     ,5.84
199911     ,9.15    ,15.37     ,1.02    ,-0.88    ,-0.07     ,8.53     ,1.37     ,1.37     ,0.54     ,3.16     ,1.62     ,8.83     ,8.12     ,4.26     ,5.79     ,3.37     ,7.46     ,9.87    ,14.25     ,0.79     ,4.82    ,16.36     ,3.18    ,12.58    ,18.97     ,2.42     ,3.38     ,4.30     ,9.70    ,10.80     ,6.43    ,-1.12
199912    ,17.40    ,12.18    ,23.85     ,7.07     ,7.64     ,9.53    ,15.62     ,4.59     ,7.02     ,5.66     ,7.02    ,16.54    ,18.37     ,5.23     ,7.77    ,11.83    ,10.65    ,14.16     ,8.78    ,21.56     ,5.56    ,14.58    ,11.17    ,11.32     ,2.70     ,5.18     ,5.59     ,6.99    ,13.37     ,7.46     ,6.41    ,10.28
200001    ,13.90    ,15.82    ,33.42    ,-1.63     ,7.87    ,-1.41     ,4.41     ,6.41     ,9.74    ,-4.45    ,-2.90    ,-5.65    ,-3.44    ,-0.40    ,-5.39     ,4.90   ,-15.39   ,-10.66    ,-4.23    ,-5.35   ,-11.63    ,-5.41   ,-11.12     ,9.48    ,-9.47    ,-3.83    ,-8.07    ,-5.12     ,1.94   ,-10.92   ,-11.58    ,-7.57
200002    ,15.59     ,5.77    ,33.36     ,0.06     ,8.19     ,6.94     ,3.34     ,7.11     ,7.96     ,0.80     ,2.70     ,1.31     ,1.02    ,12.83    ,-1.00     ,3.07    ,-3.90    ,-5.65     ,1.06     ,5.92    ,-5.41    ,-2.13   ,-12.62    ,13.16    ,-3.02   ,-13.22    ,-2.69    ,-3.48    ,-5.71    ,-8.72     ,5.97    ,-1.22
200003     ,0.06    ,-4.88    ,-3.52     ,4.22     ,1.57     ,5.93    ,-1.96    ,-2.04   ,-10.33    ,-3.61     ,0.27    ,-3.60    ,-4.22     ,3.03     ,0.09    ,-0.36     ,5.76     ,7.50    ,10.36    ,-8.75     ,2.17    ,11.74     ,6.20    ,-4.20     ,3.21    ,-0.41    ,-1.11     ,1.17     ,4.05     ,3.18    ,-8.91     ,3.39
200004   ,-30.54   ,-27.04   ,-27.03   ,-27.08   ,-18.02   ,-19.86   ,-13.16   ,-20.10   ,-18.60   ,-10.19    ,-6.33   ,-22.20   ,-23.32    ,-5.89    ,-8.06   ,-15.86    ,-2.18    ,-4.74   ,-13.49   ,-16.71    ,-1.42   ,-12.34    ,-4.21    ,-8.13     ,2.83    ,-0.25     ,4.98     ,0.63    ,-9.77    ,-4.60    ,-1.32    ,-1.08
200005   ,-13.59   ,-13.56   ,-10.52    ,-9.41    ,-7.82   ,-12.67    ,-6.89    ,-9.85     ,0.99    ,-8.89   ,-10.20    ,-9.17   ,-13.94    ,-3.79    ,-7.07    ,-6.57    ,-4.95   ,-13.63   ,-16.04   ,-11.48   ,-15.66   ,-12.40    ,-7.92    ,-9.60   ,-16.54    ,-1.38    ,-7.62    ,-3.34     ,9.88    ,-6.77    ,-2.67    ,-0.45
200006     ,5.05    ,11.37    ,11.04     ,0.98     ,4.39     ,4.09     ,6.08     ,2.81     ,3.03    ,11.34     ,9.56    ,11.67     ,9.67     ,8.72     ,6.24     ,8.13     ,8.09    ,15.92    ,15.52    ,27.89    ,12.86    ,11.54     ,8.69    ,18.12    ,16.86    ,14.71    ,10.08     ,8.17    ,10.03    ,10.29     ,4.77    ,16.16
200007    ,-1.93     ,0.00    ,10.33     ,7.88    ,-2.40    ,-2.45     ,0.79    ,-0.46    ,-2.16     ,1.08     ,2.37    ,-3.25     ,6.22     ,0.03     ,0.44    ,-1.45     ,0.40     ,2.27     ,2.31     ,7.16     ,5.89    ,-4.93    ,-0.88    ,-0.14     ,0.92    ,-2.65     ,2.06    ,-3.00    ,-6.51    ,-2.16    ,-2.81    ,-5.12
200008     ,0.12     ,2.98    ,-5.51    ,-5.97     ,2.48     ,2.80     ,5.64    ,-2.69     ,2.67     ,5.30     ,1.78    ,-0.13     ,0.31     ,4.16     ,0.97     ,1.25     ,5.89     ,9.67     ,8.35     ,0.14    ,12.21     ,4.82     ,0.06     ,5.58    ,-1.97     ,3.56     ,2.47    ,11.94     ,2.54    ,-4.11     ,5.39     ,0.49
200009   ,-18.81   ,-13.22   ,-22.83   ,-18.69   ,-13.17   ,-12.29    ,-7.56   ,-12.04    ,-9.26    ,-6.28    ,-6.39    ,-7.95    ,-8.33    ,-8.54    ,-8.41   ,-10.56    ,-8.99    ,-2.98    ,-6.96   ,-12.93    ,-5.30     ,3.25    ,-8.14    ,-8.07    ,-8.43    ,-7.09    ,-3.98   ,-11.20    ,-5.07    ,-5.62    ,-4.83    ,-5.19
