This file was created by CMPT_ME_PRIOR_RETS_DAILY using the 201509 CRSP database.  It
contains a momentum factor, constructed from six value-weight portfolios formed
19301223,   0.55
19301224,   1.15
19301226,   0.11
19301227,   0.48
19301229,   1.61
19301230,   2.15
19301231,   5.45
19310102,   7.63
19310103,   2.57
19310105,   2.35
19310106,   1.69
19310107,   2.43
19310108,   0.95
19310109,   1.26
19310110,   0.24
19310112,   2.30
19310113,   1.91
19310114,   1.36
19310115,   0.69
19310116,   1.51
19310117,   0.24
19310119,   1.23
19310120,   0.71
19310121,   0.19
19310122,  -0.07
19310123,  -0.08
19310124,   0.43
19310126,   0.59
19310127,   0.24
19310128,   2.31
19310129,   0.61
19310130,   0.23
19310131,   0.61
19310202,   0.89
19310203,   0.34
19310204,   0.46
19310205,   1.22
19310206,   0.15
19310207,  -0.26
19310209,  -1.42
19310210,   1.76
19310211,   1.95
19310213,   2.10
19310214,   0.83
19310216,  -0.67
19310217,   2.54
19310218,   0.04
19310219,  -0.49
19310220,   0.36
19310221,  -1.28
19310224,  -0.70
19310225,   1.72
19310226,  -0.06
19310227,   0.67
19310228,   1.29
19310302,   1.78
19310303,   0.80
19310304,   0.80
19310305,  -0.48
19310306,   1.00
19310307,  -0.21
19310309,  -0.55
19310310,   0.88
19310311,   0.30
19310312,   0.61
19310313,   0.62
19310314,   0.02
19310316,  -0.35
19310317,   0.37
19310318,  -0.83
19310319,  -0.12
19310320,   0.77
19310321,   0.48
19310323,   0.78
19310324,  -0.10
19310325,   0.37
19310326,   0.92
19310327,   1.89
19310328,   1.37
19310330,   0.61
19310331,   0.36
19310401,  -1.05
19310402,   1.91
19310404,   2.83
19310406,   0.60
19310407,   0.11
19310408,   0.99
19310409,   0.56
19310410,   0.71
19310411,   0.70
19310413,   2.33
19310414,  -0.30
19310415,  -1.01
19310416,  -0.39
19310417,   0.03
19310418,   1.51
19310420,   0.12
19310421,  -1.38
19310422,  -0.95
19310423,   1.06
19310424,   1.12
19310425,  -0.44
19310427,   1.93
19310428,   1.72
19310429,  -0.25
19310430,   7.24
19310501,   0.50
19310502,   1.78
19310504,   3.50
19310505,   0.89
19310506,   2.10
19310507,   0.19
19310508,   3.68
19310509,   0.96
19310511,   0.57
19310512,   1.30
19310513,   1.22
19310514,   0.59
19310515,   1.26
19310516,   0.71
19310518,   0.08
19310519,   1.75
19310520,   1.96
19310521,   1.64
19310522,   0.31
19310523,   0.63
19310525,   0.11
19310526,   0.34
19310527,   0.11
19310528,   3.58
19310529,   1.03
19310601,  -1.26
19310602,   0.58
19310603,   8.62
19310604,   6.28
19310605,   2.30
19310606,   0.39
19310608,   3.51
19310609,   1.21
19310610,   1.46
19310611,   1.68
19310612,   0.52
19310613,   1.56
19310615,   1.17
19310616,   1.33
19310617,   1.39
19310618,   0.71
19310619,   0.81
19310620,   0.64
19310622,   0.93
19310623,   3.37
19310624,  -3.20
19310625,   1.98
19310626,  -2.41
19310627,   0.48
19310629,   3.15
19310630,   2.09
19310701,  -1.02
19310702,   1.80
19310703,  -1.01
19310706,   1.70
19310707,   4.39
19310708,   3.01
19310709,   0.83
19310710,  -0.01
19310711,   1.75
19310713,   2.11
19310714,   1.19
19310715,   2.24
19310716,   1.36
19310717,   2.02
19310718,   0.70
19310720,   1.82
19310721,   1.44
19310722,  -0.44
19310723,   0.65
19310724,   0.34
19310725,   0.74
19310727,   2.04
19310728,   0.70
19310729,  -1.87
19310730,   0.35
19310731,   0.14
19310801,   1.07
19310803,   0.45
19310804,   0.93
19310805,   0.15
19310806,   0.61
19310807,   0.58
19310808,   0.40
19310810,  -0.02
19310811,   1.94
19310812,   1.39
19310813,   0.46
19310814,   1.10
19310815,   1.24
19310817,   0.22
19310818,  -0.01
19310819,  -0.57
19310820,   0.86
19310821,   1.94
19310822,  -0.01
19310824,   0.16
19310825,   0.25
19310826,   0.67
19310827,   1.29
19310828,   0.36
19310829,   0.71
19310831,   1.24
19310901,   1.37
19310902,   0.78
19310903,   1.88
19310904,  -0.45
19310908,  -1.08
19310909,   0.64
19310910,  -0.26
19310911,   2.22
19310912,   1.20
19310914,  -0.97
19310915,   0.85
19310916,   1.59
19310917,   2.96
19310918,   1.42
19310919,  -1.24
19310921,   2.66
19310922,   1.73
19310923,  10.44
19310924,   1.72
19310925,   3.30
19310926,   2.34
19310928,   2.50
19310929,  -0.44
19310930,  -1.14
19311001,   0.70
19311002,   5.06
19311003,   2.45
19311005,   0.01
19311006,  13.05
19311007,   4.15
19311008,   5.51
19311009,   5.20
19311010,   1.34
19311013,   1.87
19311014,   1.21
19311015,   1.18
19311016,   2.06
19311017,   2.45
19311019,   2.07
19311020,   0.31
19311021,   2.59
19311022,   1.76
19311023,   0.41
19311024,   0.88
19311026,   2.43
19311027,   0.92
19311028,   1.80
19311029,   1.83
19311030,   0.14
19311031,   0.77
19311102,   0.35
19311104,   0.78
19311105,   0.63
19311106,  -0.66
19311107,   0.68
19311109,   2.12
19311110,   3.69
19311111,   3.45
19311112,  -0.30
19311113,   2.54
19311114,   1.59
19311116,   0.86
19311117,   0.69
19311118,   0.92
19311119,   1.73
19311120,   0.55
19311121,   1.94
19311123,   0.29
19311124,   1.11
19311125,   0.26
19311127,   0.48
19311128,   0.58
19311130,   5.23
19311201,   1.23
19311202,  -2.45
19311203,   4.07
19311204,   1.29
19311205,   5.16
19311207,   1.83
19311208,  -0.54
19311209,  -0.64
19311210,   0.37
19311211,   2.22
19311212,   2.38
19311214,   0.26
19311215,   1.96
19311216,   2.46
19311217,   0.58
19311218,   9.55
19311219,   8.83
19311221,   0.41
19311222,   0.08
19311223,   4.42
19311224,   2.39
19311228,   3.30
19311229,   1.40
19311230,   2.81
19311231,  10.22
19320102,   5.05
19320104,   2.76
19320105,   1.93
19320106,   5.48
19320107,   3.35
19320108,   1.50
19320109,   3.79
19320111,  -0.71
19320112,   3.05
19320113,   1.02
19320114,   1.25
19320115,   0.25
19320116,   0.83
19320118,   2.28
19320119,   3.70
19320120,   1.72
19320121,   0.69
19320122,   2.16
19320123,   1.28
19320125,   0.27
19320126,   1.81
19320127,   1.01
19320128,   3.82
19320129,   4.19
19320130,   0.84
19320201,   2.75
19320202,   2.09
19320203,   2.00
19320204,   2.16
19320205,   1.68
19320206,   1.67
19320208,  -0.78
19320209,   1.68
19320210,   2.74
19320211,   6.05
19320213,   6.00
19320215,   3.52
19320216,   3.57
19320217,   3.27
19320218,  -1.08
19320219,   1.65
19320220,   0.90
19320223,   1.46
19320224,   2.22
19320225,   0.85
19320226,   0.13
19320227,   1.11
19320229,   2.39
19320301,   1.50
19320302,   0.74
19320303,   1.86
19320304,   1.47
19320305,   0.17
19320307,   2.64
19320308,   0.25
19320309,   2.59
19320310,   1.57
19320311,   2.12
19320312,   0.74
19320314,   0.58
19320315,   0.78
19320316,   0.52
19320317,   1.57
19320318,  -0.22
19320319,   1.38
19320321,   0.99
19320322,   0.73
19320323,   2.12
19320324,   0.41
19320326,   0.60
19320328,   0.93
19320329,   2.06
19320330,   1.22
19320331,  -0.04
19320401,  -1.65
19320402,  -1.15
19320404,   1.86
19320405,  -0.71
19320406,  -0.87
19320407,   1.57
19320408,  -0.27
19320409,   5.50
19320411,   2.08
19320412,   3.98
19320413,   2.21
19320414,   6.63
19320415,   6.37
19320416,   3.23
19320418,   1.03
19320419,   1.94
19320420,   4.63
19320421,   3.72
19320422,   0.69
19320423,   2.61
19320425,   1.12
19320426,   1.24
19320427,   2.58
19320428,   0.84
19320429,   2.19
19320430,   2.05
19320502,   2.28
19320503,   1.64
19320504,   2.58
19320505,   0.97
19320506,   4.47
19320507,   2.18
19320509,   1.75
19320510,   2.74
19320511,   2.04
19320512,  -0.45
19320513,   0.53
19320514,   2.06
19320516,   3.61
19320517,   3.13
19320518,  -0.11
19320519,   0.94
19320520,   2.36
19320521,   3.58
19320523,   1.39
19320524,   0.27
19320525,   0.22
19320526,   2.81
19320527,   1.04
19320528,   2.68
19320531,   2.39
19320601,   7.21
19320602,   6.80
19320603,  12.93
19320604,   7.10
19320606,   5.21
19320607,   1.30
19320608,   1.15
19320609,   2.79
19320610,   5.33
19320611,   2.80
19320613,   1.49
19320614,   2.82
19320615,   5.05
19320616,   0.93
19320617,   2.48
19320618,   2.95
19320620,   0.58
19320621,   3.21
19320622,   3.45
19320623,  -0.12
19320624,   2.43
19320625,   3.50
19320627,   1.11
19320628,   3.24
19320629,   3.62
19320630,   2.32
19320701,   3.70
19320705,   5.06
19320706,   1.10
19320707,  -0.32
19320708,   0.55
19320709,   2.11
19320711,   1.78
19320712,   2.34
19320713,   2.42
19320714,   6.56
19320715,   4.25
19320716,   1.16
19320718,   2.02
19320719,   1.35
19320720,   0.55
19320721,  -1.05
19320722,   1.26
19320723,   1.66
19320725,  -2.31
19320726,   3.18
19320727,   1.11
19320728,   2.92
19320729,   2.77
19320730,   2.15
19320801,  -2.31
19320802,   8.73
19320803,  -1.89
19320804,   2.50
19320805,  -2.46
19320806,  -2.27
19320808,   0.46
19320809,   2.31
19320810,  -1.62
19320811,   1.33
19320812,   7.48
19320813,   4.35
19320815,  -1.54
19320816,  -0.97
19320817,   4.22
19320818,  -0.16
19320819,   1.90
19320820,   0.09
19320822,  -3.05
19320823,   2.30
19320824,  -0.51
19320825,   0.08
19320826,   0.54
19320827,  -0.03
19320829,   0.92
19320830,   1.22
19320831,   1.44
19320901,  -1.29
19320902,  -0.44
19320903,   0.52
19320906,   4.81
19320907,  -0.33
19320908,   4.83
19320909,   3.36
19320910,   2.09
19320912,   7.16
19320913,   5.24
19320914,   4.01
19320915,   3.86
19320916,   1.96
19320917,   1.68
19320919,   1.72
19320920,   2.54
19320921,   8.43
19320922,   2.80
19320923,   0.54
19320924,   0.94
19320926,   2.72
19320927,   1.60
19320928,   0.59
19320929,   1.95
19320930,  -0.44
19321001,   1.93
19321003,  -0.37
19321004,   1.01
19321005,  -0.03
19321006,   1.30
19321007,   0.05
19321008,   1.09
19321010,  -1.59
19321011,  15.09
19321013,   2.31
19321014,   6.73
19321015,   3.78
19321017,  -1.32
19321018,   3.28
19321019,   4.57
19321020,   1.28
19321021,  -1.75
19321022,   1.08
19321024,   0.95
19321025,   1.29
19321026,   3.09
19321027,   2.53
19321028,   2.74
19321029,   0.71
19321031,   1.44
19321101,   2.02
19321102,   1.00
19321103,   1.39
19321104,   2.88
19321105,   2.93
19321107,   1.71
19321109,   1.62
19321110,   4.84
19321111,   2.88
19321112,   0.49
19321114,   3.76
19321115,   1.88
19321116,   1.45
19321117,   1.24
19321118,   1.32
19321119,   1.98
19321121,   1.36
19321122,   1.44
19321123,   0.97
19321125,   1.75
19321126,   1.92
19321128,   1.25
19321129,   1.12
19321130,   2.43
19321201,   2.90
19321202,   0.56
19321203,   0.34
19321205,   2.23
19321206,   4.24
19321207,   3.80
19321208,   0.86
19321209,   1.51
19321210,   2.04
19321212,   0.49
19321213,   1.73
19321214,   2.11
19321215,   1.53
19321216,   1.00
19321217,   2.09
19321219,   3.06
19321220,   0.09
19321221,   2.12
19321222,  -0.91
19321223,   1.77
19321224,   2.64
19321227,   0.99
19321228,   2.65
19321229,   4.62
19321230,   9.98
19321231,   6.83
19330103,   3.66
19330104,   6.02
19330105,   3.03
19330106,   2.33
19330109,   1.87
19330110,   1.28
19330111,   2.84
19330112,   1.44
19330113,   4.27
19330114,   1.03
19330116,   1.99
19330117,   3.49
19330118,   2.36
19330119,   0.84
19330120,  -0.51
19330121,   1.10
19330123,   0.73
19330124,   1.54
19330125,   0.19
19330126,   0.96
19330127,   1.05
19330128,   2.41
19330130,  -1.09
19330131,   2.79
19330201,   0.33
19330202,   1.23
19330203,   1.23
19330204,   0.89
19330206,   2.31
19330207,   1.66
19330208,   3.28
19330209,   2.86
19330210,   1.96
19330211,   0.97
19330214,   4.21
19330215,   1.18
19330216,   0.58
19330217,   1.18
19330218,   2.73
19330220,   0.18
19330221,   1.62
19330223,  -0.93
19330224,   3.71
19330225,  -1.84
19330227,   2.79
19330228,   3.10
19330301,   4.03
19330302,   1.36
19330303,   5.90
19330315,  18.02
19330316,   4.02
19330317,   3.23
19330318,   2.14
19330320,   1.68
19330321,   1.80
19330322,   2.66
19330323,   3.20
19330324,   3.89
19330325,   0.68
19330327,   0.52
19330328,   1.86
19330329,   1.72
19330330,   0.87
19330331,   1.19
19330401,   2.55
19330403,   0.56
19330404,   0.33
19330405,  -0.98
19330406,  -0.14
19330407,   2.12
19330408,   2.40
19330410,   4.97
19330411,   3.52
19330412,   1.71
19330413,   0.61
19330415,  -0.01
19330417,   1.58
19330418,  -1.24
19330419,  -4.39
19330420,   0.23
19330421,   9.01
19330422,  -0.30
19330424,   0.41
19330425,   2.95
19330426,   1.59
19330427,   1.35
19330428,  -0.36
19330429,  -3.75
19330501,   0.85
19330502,   1.59
19330503,   0.26
19330504,  -1.39
19330505,   2.38
19330506,   2.44
19330508,   0.92
19330509,   1.00
19330510,  -1.62
19330511,  -1.26
19330512,   0.92
19330513,   1.48
19330515,   0.65
19330516,  -2.40
19330517,   0.17
19330518,  -0.76
19330519,   3.55
19330520,   1.52
19330522,   2.40
19330523,  -1.39
19330524,  -0.74
19330525,  -2.06
19330526,  -1.08
19330527,  -0.42
19330529,   2.46
19330531,  -0.24
19330601,  -2.24
19330602,   0.62
19330603,   0.46
19330605,  -1.17
19330606,   0.75
19330607,   0.91
19330608,   0.10
19330609,   2.33
19330610,   0.53
19330612,   0.64
19330613,   4.00
19330614,   3.11
19330615,   4.54
19330616,   3.01
19330617,   0.12
19330619,  -0.28
19330620,   2.96
19330621,   0.13
19330622,   2.99
19330623,   0.56
19330624,   1.66
19330626,  -0.46
19330627,   1.25
19330628,   1.03
19330629,   1.51
19330630,   0.22
19330701,   0.75
19330703,   0.69
19330705,   0.96
19330706,   0.15
19330707,   0.13
19330708,   2.24
19330710,   1.16
19330711,   1.84
19330712,  -0.37
19330713,  -0.77
19330714,   1.29
19330715,   0.13
19330717,  -0.39
19330718,   0.20
19330719,   4.29
19330720,   3.27
19330721,  -1.58
19330722,   4.18
19330724,   9.83
19330725,   2.29
19330726,   1.57
19330727,   1.75
19330728,   0.10
19330731,  -1.49
19330801,   4.88
19330802,   0.99
19330803,   1.06
19330804,  -0.07
19330807,  -0.72
19330808,   2.43
19330809,   4.35
19330810,   1.63
19330811,   0.20
19330814,   1.10
19330815,  -0.58
19330816,  -0.17
19330817,   0.67
19330818,   1.50
19330821,  -1.47
19330822,   0.14
19330823,   1.38
19330824,   0.76
19330825,  -0.73
19330828,   0.15
19330829,   2.21
19330830,   1.95
19330831,   1.26
19330901,  -0.54
19330905,   2.95
19330906,  -0.55
19330907,   1.34
19330908,   0.12
19330909,   0.69
19330911,   0.01
19330912,   1.06
19330913,  -0.85
19330914,  -0.64
19330915,   0.17
19330916,  -0.78
19330918,  -1.98
19330919,  -1.08
19330920,   0.93
19330921,  -0.26
19330922,   2.52
19330923,   3.87
19330925,  -0.04
19330926,   0.40
19330927,  -0.89
19330928,   0.68
19330929,   0.48
19330930,  -0.20
19331002,   0.86
19331003,   0.78
19331004,   4.96
19331005,   1.16
19331006,  -0.04
19331007,   0.29
19331009,   2.93
19331010,   1.38
19331011,  -0.29
19331013,  -0.64
19331014,  -0.08
19331016,  -3.15
19331017,   4.08
19331018,  -2.64
19331019,  -3.27
19331020,   6.13
19331021,   1.01
19331023,   7.71
19331024,   5.43
19331025,   4.98
19331026,   1.71
19331027,   1.65
19331028,   0.46
19331030,  -0.88
19331031,   1.82
19331101,   0.98
19331102,   3.54
19331103,   4.36
19331104,   1.83
19331106,   0.90
19331108,   1.34
19331109,   2.09
19331110,   1.56
19331111,   0.01
19331113,   0.33
19331114,   0.88
19331115,   1.83
19331116,  -2.84
19331117,   2.87
19331118,   0.57
19331120,  -0.54
19331121,   2.00
19331122,   0.52
19331123,   1.92
19331124,   2.38
19331125,   1.17
19331127,   2.70
19331128,   1.34
19331129,   1.21
19331201,  -0.01
19331202,   0.69
19331204,   1.19
19331205,   1.25
19331206,   0.53
19331207,   0.40
19331208,  -0.30
19331209,   0.58
19331211,   0.76
19331212,   1.08
19331213,   0.20
19331214,  -0.33
19331215,   1.82
19331216,   1.11
19331218,   0.50
19331219,  -0.61
19331220,   0.22
19331221,  -0.15
19331222,   1.16
19331223,   1.70
19331226,  -1.51
19331227,   1.91
19331228,   4.09
19331229,   2.37
19331230,   1.92
19340102,   2.31
19340103,   1.01
19340104,   0.61
19340105,   0.95
19340106,   0.73
19340108,   0.46
19340109,   1.65
19340110,   1.41
19340111,   0.29
19340112,   2.15
19340113,   0.49
19340115,  -0.76
19340116,  -0.11
19340117,   1.72
19340118,   0.98
19340119,  -1.57
19340120,  -1.15
19340122,   0.78
19340123,   0.65
19340124,   0.20
19340125,   0.41
19340126,   0.25
19340127,   0.02
19340129,  -1.77
19340130,  -0.83
19340131,   1.00
19340201,  -0.99
19340202,   0.87
19340203,  -0.96
19340205,  -0.39
19340206,   1.19
19340207,   4.59
19340208,   0.76
19340209,   1.73
19340210,   1.75
19340213,   0.48
19340214,   0.02
19340215,   0.22
19340216,   1.21
19340217,   0.19
19340219,   0.71
19340220,  -0.73
19340221,   0.23
19340223,   3.14
19340224,   0.93
19340226,   0.79
19340227,   1.07
19340228,   0.32
19340301,   0.41
19340302,   2.58
19340303,   0.47
19340305,   0.14
19340306,   0.67
19340307,   0.29
19340308,   1.29
19340309,   0.87
19340310,   0.47
19340312,   1.17
19340313,   1.19
19340314,   0.31
19340315,  -0.15
19340316,   0.57
19340317,   0.03
19340319,  -1.13
19340320,   2.60
19340321,   1.15
19340322,   0.20
19340323,   0.76
19340324,   1.02
19340326,   1.09
19340327,   0.16
19340328,   0.96
19340329,   0.97
19340331,   1.68
19340402,   0.77
19340403,   0.90
19340404,   0.80
19340405,   1.25
19340406,   0.33
19340407,   0.90
19340409,   0.12
19340410,  -0.40
19340411,   0.79
19340412,   0.96
19340413,  -0.01
19340414,   0.50
19340416,   1.51
19340417,   0.15
19340418,  -0.45
19340419,   0.42
19340420,   0.19
19340421,   0.29
19340423,  -0.48
19340424,   0.94
19340425,   0.75
19340426,   0.47
19340427,   0.92
19340428,   0.53
19340430,  -0.07
19340501,   0.43
19340502,  -0.47
19340503,   0.23
19340504,   1.17
19340505,  -0.44
19340507,  -2.49
19340508,   4.16
19340509,   0.47
19340510,  -1.00
19340511,  -0.65
19340512,  -1.45
19340514,   1.91
19340515,   4.97
19340516,   1.57
19340517,   5.87
19340518,   0.70
19340519,   0.47
19340521,   0.85
19340522,  -0.31
19340523,   0.65
19340524,   1.78
19340525,   1.09
19340526,   1.18
19340528,   1.47
19340529,   0.49
19340531,  -0.17
19340601,   0.72
19340602,   0.66
19340604,   2.03
19340605,   1.43
19340606,   0.58
19340607,   1.66
19340608,   0.75
19340609,   1.62
19340611,   1.77
19340612,   0.56
19340613,   0.68
19340614,   0.95
19340615,   0.70
19340616,  -0.01
19340618,   0.56
19340619,   2.15
19340620,   1.40
19340621,   1.28
19340622,   0.88
19340623,   1.53
19340625,   0.95
19340626,   0.11
19340627,   0.02
19340628,   0.36
19340629,   0.96
19340630,   0.75
19340702,   0.59
19340703,   1.13
19340705,   1.75
19340706,   0.86
19340707,   0.85
19340709,  -0.05
19340710,   2.02
19340711,   0.69
19340712,  -0.30
19340713,  -0.34
19340714,   0.95
19340716,  -1.44
19340717,  -0.09
19340718,   0.93
19340719,   0.45
19340720,  -1.73
19340721,  -0.43
19340723,  -4.56
19340724,   0.34
19340725,   3.27
19340726,  -6.42
19340727,   8.90
19340728,   7.05
19340730,   3.97
19340731,   1.33
19340801,   6.00
19340802,   3.20
19340803,   1.17
19340804,  -1.50
19340806,   1.13
19340807,   0.96
19340808,   4.70
19340809,   4.09
19340810,   0.72
19340811,   1.01
19340813,   2.96
19340814,   0.09
19340815,   1.58
19340816,   0.57
19340817,   1.16
19340818,   1.78
19340820,   1.89
19340821,  -1.55
19340822,  -0.09
19340823,   1.87
19340824,  -1.02
19340825,   0.40
19340827,   2.43
19340828,   1.85
19340829,   0.85
19340830,   3.17
19340831,   0.96
19340901,   0.38
19340904,   1.17
19340905,  -0.10
19340906,   2.40
19340907,   1.23
19340908,   1.32
19340910,   0.99
19340911,   0.62
19340912,   1.91
19340913,   0.38
19340914,   0.98
19340915,   1.08
19340917,   0.91
19340918,   2.16
19340919,   3.44
19340920,   2.73
19340921,   2.50
19340922,   2.77
19340924,   0.31
19340925,   2.65
19340926,   1.63
19340927,   0.55
19340928,   1.73
19340929,   0.76
19341001,   1.12
19341002,   0.86
19341003,   0.09
19341004,  -0.80
19341005,   0.74
19341006,   1.11
19341008,   1.70
19341009,   1.73
19341010,  -0.92
19341011,   0.59
19341013,   1.57
19341015,   1.18
19341016,   0.72
19341017,   0.44
19341018,   0.40
19341019,   0.67
19341020,   1.02
19341022,   0.23
19341023,   0.13
19341024,   1.24
19341025,   1.86
19341026,   1.22
19341027,   0.84
19341029,   0.53
19341030,   1.11
