This file was created by CMPT_IND_RETS using the 201507 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
200309,   0.70,  -4.16,  -3.84,  -2.37,  -0.91,  -5.73,  -4.57,   0.17,   3.66,   0.14
200310,   5.53,   6.78,   8.73,   1.46,   8.12,   6.28,   8.96,   0.65,   1.32,   6.27
200311,   3.60,   2.81,   1.86,   0.14,   1.85,  -0.63,   0.48,   1.45,   0.48,   1.00
200312,   2.97,  12.11,   6.65,  13.54,   2.07,   7.21,  -2.21,   5.54,   5.54,   4.26
200401,   0.08,  -1.26,  -0.73,   0.43,   4.49,   1.10,   0.42,   3.01,   1.65,   2.58
200402,   4.19,  -0.37,   1.78,   4.24,  -2.97,  -0.82,   6.03,   0.73,   1.61,   1.86
200403,  -0.67,  -1.24,  -0.33,  -0.21,  -2.56,  -2.48,   0.20,  -4.01,   0.92,  -0.74
200404,   1.45,   2.23,  -0.30,   2.47,  -4.91,  -0.83,  -2.74,   3.54,  -3.75,  -3.97
200405,  -2.29,  -1.96,   1.38,  -0.03,   4.78,  -2.92,   0.18,  -0.56,   0.87,   1.90
200406,   1.47,   5.01,   5.25,   5.44,   2.60,   0.53,   0.01,  -0.48,   1.73,   1.32
200407,  -5.87,  -4.84,  -4.14,   3.22,  -8.50,  -1.61,  -4.01,  -5.91,   0.80,  -2.57
200408,   0.72,  -2.56,   1.06,  -1.61,  -4.51,   1.19,  -1.27,   1.46,   3.23,   1.79
200409,  -2.18,   2.34,   1.81,   8.84,   3.26,   1.29,   2.55,  -1.52,   1.18,   1.06
200410,   2.80,  -2.79,  -1.50,   0.60,   5.02,   3.07,   3.05,  -2.44,   3.99,   1.06
200411,   4.33,   6.89,   6.95,   6.21,   4.32,   3.42,   3.47,   0.45,   4.49,   4.81
200412,   4.42,   4.58,   2.51,  -2.12,   3.14,   4.12,   3.30,   5.57,   2.15,   4.24
200501,  -0.12,  -6.82,  -1.88,   3.01,  -6.12,  -4.24,  -1.11,  -4.13,   1.60,  -2.53
200502,   0.46,  -0.57,   3.94,  18.65,  -0.28,  -0.18,   0.82,   2.26,   1.89,  -0.01
200503,  -1.27,  -7.64,  -1.58,  -3.31,  -2.45,  -0.19,  -0.12,  -0.52,   0.31,  -2.60
200504,  -1.07, -11.20,  -4.86,  -5.80,  -4.55,  -2.35,  -5.37,   3.91,   1.89,  -1.80
200505,   2.16,   8.32,   2.66,   1.79,   7.64,   1.45,   6.29,   1.24,   1.35,   3.27
200506,  -2.01,   1.66,  -1.31,   5.81,  -1.61,   0.04,   2.40,  -0.67,   5.26,   1.23
200507,   2.36,   5.06,   5.70,   6.09,   6.00,   2.59,   5.81,   3.70,   2.79,   2.29
200508,  -0.01,  -3.00,  -1.62,   5.41,  -0.67,  -1.15,  -5.68,  -0.59,   0.77,  -1.88
200509,  -0.19,  -4.90,   0.66,   7.01,   0.71,  -1.58,  -1.78,  -1.96,   4.17,   1.08
200510,  -1.88,  -4.35,  -2.53, -10.05,  -1.64,  -3.77,   1.57,  -3.33,  -6.98,   1.13
200511,   0.80,   1.94,   5.03,   1.09,   6.45,   2.52,   3.86,   1.29,  -0.62,   4.68
200512,  -0.56,  -0.99,   1.34,   0.68,  -1.85,  -1.74,  -0.70,   2.36,   0.95,   0.03
200601,   0.13,   5.98,   4.94,  12.69,   3.76,   3.22,   1.93,   2.08,   2.90,   1.40
200602,   1.04,  -0.51,   0.95,  -8.55,  -1.35,   3.24,   1.40,   0.84,  -0.17,   0.86
200603,   0.76,   2.63,   2.85,   4.17,   2.94,   1.77,   2.28,  -1.02,  -3.95,   1.70
200604,   0.98,   0.39,   3.91,   4.63,  -1.09,   0.88,  -1.72,  -2.02,   1.66,   2.10
200605,   1.19,   0.29,  -3.54,  -3.73,  -6.91,  -0.27,  -2.07,  -2.50,   1.12,  -3.40
200606,  -0.55,   1.77,  -0.61,   2.54,  -1.22,   2.72,   0.20,  -0.14,   2.13,  -0.45
200607,   3.43,  -3.24,  -3.88,   4.65,  -3.92,   1.94,  -4.35,   4.18,   4.74,  -1.23
200608,   3.00,   1.84,   1.86,  -3.86,   7.06,   2.28,   1.94,   1.99,   1.90,   1.39
200609,  -0.76,   4.18,   1.79,  -3.56,   3.65,   3.30,   5.70,   1.66,  -2.36,   3.21
200610,   2.53,   5.07,   4.25,   4.96,   4.26,   5.01,   3.82,   1.58,   5.23,   2.78
200611,   1.23,   1.66,   3.35,   8.26,   2.92,   0.73,  -1.65,  -0.19,   2.60,   1.47
200612,   1.62,  -1.14,   0.39,  -2.10,  -1.03,   4.11,   1.31,  -0.01,   0.48,   3.06
200701,   1.30,   2.65,   3.11,  -1.32,   2.17,   2.68,   3.52,   3.42,   0.27,   0.99
200702,  -1.89,  -0.64,   0.59,  -2.55,  -2.59,  -2.54,  -0.68,  -3.05,   3.81,  -2.59
200703,   2.03,  -1.19,   1.46,   5.95,   0.87,   2.21,   0.57,  -0.44,   4.14,  -0.37
200704,   3.47,   6.23,   4.30,   5.38,   4.89,   1.71,   2.18,   6.75,   3.81,   3.28
200705,   2.74,   3.21,   4.65,   6.85,   3.76,   6.73,   2.33,   0.83,   0.82,   3.12
200706,  -1.29,   2.04,  -0.70,   1.01,   0.59,  -1.84,  -2.02,  -3.46,  -4.99,  -2.83
200707,  -4.32,  -5.94,  -0.20,  -1.07,  -1.26,  -3.41,  -5.42,  -4.11,  -3.91,  -5.59
200708,   1.72,  -1.99,   0.55,   0.03,   2.58,  -0.90,   1.24,   2.03,   1.49,   0.66
200709,   3.30,   1.51,   5.29,   7.76,   4.17,   2.04,  -0.75,   3.51,   3.34,   2.44
200710,   2.14,   0.98,   0.85,   2.68,   6.80,  -2.46,   1.02,   1.35,   6.60,  -0.23
200711,   0.85,  -8.94,  -2.81,  -4.25,  -7.49,  -6.59,  -4.00,  -0.23,  -1.11,  -6.54
200712,  -1.49,  -2.21,   0.71,   7.57,   1.36,  -0.50,  -2.83,  -4.14,   0.69,  -3.87
200801,  -5.00,  -6.02,  -7.54,  -9.35, -12.31,  -8.22,  -0.48,  -4.64,  -7.04,  -2.16
200802,  -0.32,  -6.14,   0.57,   6.83,  -3.82,  -3.73,  -4.95,  -1.21,  -3.42,  -8.53
200803,   0.69,  -4.30,  -0.09,  -2.84,   0.69,  -0.26,   1.70,  -1.87,   0.65,  -1.96
200804,  -1.45,   6.58,   4.82,  10.68,   6.81,   4.18,   5.11,   0.32,   6.23,   3.54
200805,   3.58,   1.48,   3.13,   4.07,   5.26,   4.78,   0.91,   1.28,   3.15,  -2.59
200806,  -7.91, -19.45,  -9.43,   2.87,  -8.98, -10.98,  -8.21,  -3.08,  -0.82, -15.13
200807,   1.90,  -0.32,  -0.35, -15.75,  -0.84,  -3.43,   1.07,   6.66,  -7.37,   4.16
200808,   1.75,   2.32,   1.30,  -0.44,   2.22,   3.80,   5.19,   1.50,  -0.92,   0.03
200809,  -3.60,  -9.32, -13.46, -12.50, -12.60, -12.85,  -5.85,  -6.02, -12.34,  -7.13
200810, -12.31, -32.76, -20.91, -17.31, -18.27, -16.77, -15.20, -11.06, -11.23, -20.23
200811,  -6.90, -11.68,  -8.12,  -0.82, -11.40,  -2.39,  -7.83,  -7.72,   0.54, -12.43
200812,  -0.38,   1.02,   1.22,  -3.19,   2.24,   3.34,   4.69,   6.56,  -2.40,   1.05
200901,  -3.82, -12.56,  -9.43,  -3.12,  -3.13, -10.62,  -7.70,  -2.24,  -0.99, -18.44
200902,  -7.78, -13.20, -13.85, -12.45,  -5.18,  -7.12,  -3.26, -10.31, -13.22, -14.42
200903,   5.46,  12.62,   7.38,   3.70,  11.22,   5.49,   9.71,   6.92,   2.42,  12.75
200904,   4.73,  42.42,  17.25,   5.15,  12.32,   9.58,   9.46,  -1.10,   1.92,  16.32
200905,   6.63,  -2.98,   5.09,  10.27,   2.99,   1.44,  -1.08,   5.91,   4.08,   7.56
200906,  -0.46,   3.57,  -1.87,  -4.89,   4.32,   1.45,  -0.50,   3.44,   4.28,  -2.10
200907,   7.34,  18.30,  11.22,   5.21,   8.21,   4.83,   6.68,   5.39,   4.16,   8.92
200908,   0.77,   2.55,   2.68,   0.34,   2.19,   0.74,   3.45,   1.89,  -0.37,   7.91
200909,   3.72,   2.97,   6.32,   5.14,   5.21,   6.47,   2.30,   2.26,   2.03,   3.12
200910,  -0.85,  -0.28,  -2.91,   2.13,  -1.42,  -4.03,  -0.04,  -3.76,  -2.91,  -5.29
200911,   3.62,   9.29,   7.26,   2.81,   4.80,   6.43,   4.91,   7.90,   3.94,   5.63
200912,   2.17,   4.98,   2.62,  -0.61,   5.85,   6.12,   1.77,   2.30,   5.55,   1.11
201001,  -2.35,  -0.91,  -3.43,  -4.73,  -7.86,  -7.31,  -1.90,  -0.08,  -4.66,  -1.72
201002,   2.71,   7.13,   4.95,   1.95,   4.57,   2.75,   4.17,   0.11,  -0.99,   3.22
201003,   5.41,   9.19,   6.39,   3.12,   6.64,   7.51,   6.01,   3.44,   2.79,   8.31
201004,  -1.07,   7.17,   3.08,   3.58,   2.12,   3.00,   2.50,  -2.30,   2.68,   2.12
201005,  -5.73,  -8.82,  -8.52, -11.13,  -7.82,  -5.91,  -5.54,  -8.29,  -6.81,  -8.95
201006,  -2.60, -10.39,  -5.89,  -6.46,  -6.16,  -4.05,  -9.13,  -1.80,  -1.08,  -7.79
201007,   7.30,  14.99,   9.42,   7.63,   7.48,   8.93,   4.55,   2.06,   6.60,   7.43
201008,  -1.35,  -9.62,  -5.73,  -3.79,  -6.61,  -2.21,  -4.22,  -1.97,  -0.16,  -7.63
201009,   5.57,  13.54,   9.98,   9.59,  12.40,   7.85,  12.02,   8.81,   3.35,   8.68
201010,   3.67,   8.37,   4.97,   4.29,   6.34,   3.94,   2.35,   1.93,   1.69,   2.53
201011,  -0.08,   7.14,   1.25,   5.23,  -1.00,  -1.98,   4.01,  -3.62,  -1.84,   0.30
201012,   3.82,   8.42,   6.84,   9.31,   5.98,   6.38,   3.03,   5.27,   2.92,   9.49
201101,  -2.33,   0.46,   2.70,   6.92,   3.91,  -0.50,  -0.95,  -0.84,   2.13,   1.87
201102,   4.79,  -1.54,   3.23,   7.27,   2.13,   7.35,   2.14,   3.03,   1.93,   2.51
201103,   2.23,   1.70,   1.72,   1.86,  -1.59,   1.55,   0.90,   2.12,   0.52,  -0.99
201104,   4.41,   2.20,   2.85,   1.28,   3.08,   2.85,   4.46,   6.29,   3.82,   1.02
201105,   1.73,  -3.68,  -2.34,  -4.93,  -1.87,   0.85,   0.61,   1.68,   0.83,  -2.53
201106,  -1.46,  -1.27,  -0.72,  -2.54,  -2.41,  -1.42,  -1.02,  -2.00,  -0.66,  -2.20
201107,  -0.47,  -8.93,  -4.83,   0.48,  -0.36,  -5.36,  -0.74,  -3.73,  -0.55,  -3.79
201108,  -0.94, -12.11,  -6.31, -10.45,  -7.07,  -5.29,  -3.14,  -3.40,  -0.37,  -7.72
201109,  -5.43, -14.17, -11.16, -12.50,  -4.91,  -5.93,  -3.96,  -4.08,  -1.89, -10.43
201110,   6.49,  23.17,  13.89,  16.29,  11.88,   6.98,   9.69,   5.41,   6.56,  13.17
201111,   1.10,  -8.13,   1.14,   1.35,  -2.14,   0.10,   0.92,   0.96,   0.45,  -1.82
201112,   1.49,  -1.36,  -0.93,  -0.61,  -1.49,   2.87,   0.67,   3.39,   2.65,   0.94
201201,   0.49,  13.39,   6.58,   1.38,   8.12,   1.94,   3.97,   3.26,  -2.79,   6.68
201202,   3.52,   5.87,   3.61,   6.11,   6.54,   4.72,   3.05,   0.85,   0.67,   3.72
201203,   3.52,   0.88,   0.49,  -3.31,   4.65,   2.38,   4.41,   3.83,   1.14,   4.57
201204,   0.70,  -7.08,  -0.82,  -1.71,  -2.09,   1.20,   0.91,   0.50,   1.65,  -1.76
201205,  -2.72,  -8.31,  -8.02, -11.19,  -8.03,  -1.14,  -3.35,  -3.59,  -1.50,  -7.34
201206,   2.65,  -5.56,   1.07,   5.79,   2.82,   6.94,   2.03,   6.66,   3.10,   4.60
201207,   1.39,   0.28,   0.69,   2.67,  -0.57,   3.61,   1.17,   1.54,   3.64,  -1.06
201208,   0.16,   3.86,   3.07,   2.00,   4.31,   0.91,   2.43,   0.68,  -3.95,   2.62
201209,   0.51,   3.52,   1.49,   3.49,   1.49,   4.58,   1.85,   4.57,   1.91,   3.67
201210,  -1.77,   5.73,  -0.87,  -1.91,  -6.40,  -2.49,  -1.11,  -2.06,   0.95,   0.59
201211,   3.00,   3.03,   2.34,  -1.96,   1.60,  -0.01,   1.24,   1.21,  -4.26,  -0.35
201212,  -2.83,   7.05,   2.56,   1.20,   0.14,   0.88,  -1.61,  -0.76,  -0.17,   3.11
201301,   5.16,   3.37,   5.91,   7.68,   2.49,   4.29,   5.47,   7.88,   4.90,   6.77
201302,   3.10,  -0.08,   1.06,  -0.06,   0.30,   2.15,   0.69,   1.19,   1.66,   1.62
201303,   4.57,   3.94,   2.48,   2.00,   2.56,   5.44,   4.53,   6.40,   5.34,   3.91
201304,   3.68,   3.55,   0.68,  -1.36,   0.49,   3.95,   2.61,   2.51,   4.95,   0.80
201305,  -2.36,   9.60,   3.16,   2.48,   4.05,  -2.08,   2.00,   1.37,  -7.44,   5.80
201306,  -0.51,  -0.51,  -2.15,  -2.43,  -2.93,   1.84,  -0.14,  -1.48,   0.45,  -1.31
201307,   2.97,   8.82,   5.83,   4.95,   5.89,   3.30,   5.83,   7.69,   4.46,   5.22
201308,  -4.01,  -1.20,  -2.07,  -2.31,  -0.32,  -3.35,  -4.47,  -3.94,  -4.88,  -3.80
201309,   1.43,   6.39,   5.15,   1.85,   3.83,   3.96,   4.38,   3.93,   0.71,   3.66
201310,   4.51,   0.73,   4.41,   4.70,   3.83,   5.25,   5.02,   3.73,   3.15,   3.67
201311,   1.11,   1.88,   2.78,   0.53,   3.26,   0.39,   3.53,   4.28,  -2.21,   4.31
201312,   2.09,   0.97,   2.91,   2.90,   4.13,   3.49,   0.09,   0.51,   1.46,   2.91
201401,  -5.78,  -3.79,  -4.45,  -7.06,  -1.22,  -4.28,  -6.54,   1.58,   2.32,  -4.44
201402,   3.49,   7.81,   5.16,   5.23,   4.99,   2.73,   5.16,   6.25,   2.59,   3.23
201403,   2.63,  -1.16,   0.15,   2.37,  -0.94,  -0.11,  -0.76,  -2.65,   2.41,   2.20
201404,   1.12,   0.10,   0.66,   5.65,  -1.24,  -0.12,  -0.99,  -0.41,   3.85,  -1.63
201405,   3.30,   0.53,   1.12,   0.41,   3.19,   4.01,   0.72,   1.66,  -0.49,   1.62
201406,   0.78,   4.23,   1.23,   4.09,   2.93,   1.47,   1.15,   2.77,   5.16,   1.93
201407,  -4.46,  -4.79,  -4.32,  -3.66,   0.29,   0.19,  -2.37,  -0.48,  -6.65,  -2.20
201408,   5.57,   5.10,   4.56,   1.86,   3.98,   0.43,   4.94,   5.30,   4.96,   4.27
201409,  -0.56,  -9.58,  -2.51,  -8.08,  -1.42,  -1.79,  -1.53,  -0.16,  -3.68,  -1.16
201410,   2.55,   3.67,   2.23,  -4.53,   1.28,   1.10,   2.95,   5.69,   6.51,   3.21
201411,   4.63,   4.64,   2.03, -10.32,   3.95,   3.02,   7.30,   2.48,  -0.11,   2.62
201412,  -2.77,   0.30,  -0.31,   0.33,  -1.36,  -2.02,   1.44,  -1.00,   1.57,   0.88
201501,  -0.80,  -4.38,  -3.96,  -4.41,  -3.37,  -5.14,  -0.39,   1.51,   1.08,  -6.15
201502,   4.97,   7.95,   6.00,   4.24,   7.92,   9.04,   5.26,   4.12,  -4.87,   6.62
201503,  -2.87,  -0.56,  -2.16,  -2.73,  -2.54,  -2.41,   0.52,   0.77,  -0.54,  -0.93
201504,   0.63,  -1.11,  -0.79,   6.91,   1.40,   3.02,  -2.25,  -1.45,   0.18,   0.40
201505,   1.42,   0.90,   0.77,  -5.59,   1.70,   0.70,   0.73,   4.68,  -1.00,   1.52
201506,  -1.80,  -1.68,  -2.02,  -3.93,  -3.53,  -0.54,  -0.70,  -0.02,  -5.66,  -0.49
201507,   4.73,  -2.49,  -2.25,  -9.10,   2.43,   1.00,   4.71,   3.60,   2.42,   1.95


  Average Equal Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
192607,   1.02,   3.59,   2.07,  -2.28,   2.03,   1.31,   0.43,   1.86,   4.63,   0.05
192608,   5.15,  -0.04,   1.79,   4.27,   2.45,   1.08,  -0.19,   5.57,  -2.18,   4.37
192609,  -0.49,  -3.96,   0.08,  -3.90,  -0.03,  -0.86,  -0.96,   0.48,   1.57,  -1.00
192610,  -2.78,  -9.89,  -5.35,   2.57,  -5.91,  -1.49,  -3.58,  -0.46,  -3.27,  -2.63
192611,   5.88,  -0.78,   1.33,   1.38,   1.23,   1.48,   1.06,   6.64,   5.52,   0.65
192612,  -0.19,   4.27,   2.72,   4.43,   0.57,   0.53,   2.50,  -0.37,   1.06,   0.39
192701,  -1.70,  -2.58,   0.54,   3.55,   0.24,   0.13,  -2.55,   5.58,  -0.65,   4.91
192702,   3.39,   5.55,   6.12,   4.08,   8.24,   6.98,   4.73,   1.94,   4.66,   7.65
192703,  -3.74,  -2.86,  -1.74,  -9.59,  -2.55,   0.32,   0.08,  -0.54,   1.61,  -0.43
192704,   1.14,  -1.42,   1.35,  -4.11,   2.04,  -0.02,   2.98,   5.30,   1.43,   1.23
192705,   6.96,   3.78,   6.00,   7.25,   2.83,   1.60,   1.87,   4.25,   9.11,   7.79
192706,  -2.65,  -4.48,  -4.16,  -0.66,   0.72,  -3.64,  -2.06,   2.88,  -3.80,  -1.91
192707,   6.36,   5.86,   7.58,   2.04,   7.44,   4.36,   5.61,   8.10,   3.90,   4.39
192708,   0.90,   1.42,   0.50,  -2.17,  -1.84,   1.31,   2.77,  -0.31,   5.99,  -1.86
192709,   2.48,  -1.33,   0.87,   3.62,   3.54,   4.15,   3.48,   5.70,   8.94,   3.48
192710,  -1.67,  -3.85,  -4.82,  -4.62,  -3.88,  -2.75,  -4.08,   4.43,  -4.89,  -4.63
192711,   7.47,  10.98,  14.18,   9.65,  14.63,   3.66,   8.43,   4.73,   5.79,   7.47
192712,   2.85,   6.07,   4.31,  -0.22,   0.33,   2.39,   1.52,  -2.05,   1.37,   1.52
192801,   4.02,  -2.13,   5.03,  -0.58,   1.76,  -2.10,   3.64,   1.03,   8.52,   3.15
192802,  -2.58,  -2.67,  -2.95,  -2.18,  -0.12,  -0.38,  -1.68,  -2.12,  -1.78,  -3.21
192803,   5.18,  14.49,   6.00,   5.95,  12.90,   2.16,   5.91,   8.44,   4.59,   5.78
192804,   3.76,   5.10,   7.98,  25.95,   4.78,   2.16,   4.94,   3.03,  10.65,   7.25
192805,   2.66,   8.73,   3.40,  -3.53,  11.64,   6.53,   4.44,   6.74,   1.51,   4.77
192806,  -7.83, -11.88,  -8.06,  -6.37,  -5.37,  -7.17,  -5.28,  -2.30,  -4.10,  -6.11
192807,   0.02,  -0.04,  -0.01,   1.66,   0.11,  -0.36,   2.97,  -1.10,  -1.41,  -1.21
192808,   4.93,  10.38,   7.34,   0.85,   5.32,   2.33,   7.47,   8.95,   5.49,   4.16
192809,   2.69,   7.29,   7.16,   7.30,   2.70,  -0.43,   3.05,  -0.36,   4.71,   3.30
192810,   2.98,   0.40,   1.04,   2.18,   1.73,   7.27,   4.21,  -0.04,  -2.51,  -0.13
192811,   8.45,  11.61,  12.68,  14.42,  14.00,   8.89,  10.11,   3.11,  18.08,  10.46
192812,  -1.40,   1.42,   1.54,  -7.31,   3.09,  -2.94,  -0.42,  -0.75,   2.10,  -1.72
192901,   1.71,   3.11,   5.92,  -6.46,   7.36,   7.56,  -2.49,   4.31,  15.33,   4.94
192902,  -2.67,  -1.15,   2.28,   0.83,   5.30,  -1.51,  -0.73,  -0.53,  -1.62,   1.10
192903,  -5.68,  -7.40,  -3.29,   4.69,   4.94,   9.38,  -6.28,  -0.85,  -2.43,  -4.68
192904,   2.17,  -2.12,   0.93,   1.13,   4.69,  -2.85,   0.51,   2.13,   3.79,   1.45
192905,  -8.09, -14.12, -13.30,  -8.44,  -4.51,  -7.24,  -8.98,  -7.41,   2.59,  -6.65
192906,   4.04,   6.63,  11.37,   2.77,  12.98,   5.57,   7.16,   4.34,  22.56,   4.81
192907,   0.75,  -1.75,   1.63,   1.42,   6.51,  10.09,   0.53,   2.86,   7.38,   2.58
192908,  -0.27,  -2.39,   3.06,   3.06,   6.78,   5.06,   4.02,  -0.97,  10.11,   3.38
192909,  -4.03,  -9.94,  -5.55,  -3.95,  -2.72,  -3.49,  -3.48,  -6.25,   2.37,  -4.80
192910, -17.04, -29.74, -22.47, -16.50, -26.70, -12.29, -23.22, -17.40, -30.47, -15.62
192911, -13.12, -15.09, -12.98,  -9.53, -20.66,  -8.86, -13.97,  -5.23, -12.61, -11.33
192912,  -5.04,  -1.88,  -4.08,  -6.17,   3.40,   1.72,  -7.28,   2.88,   8.54,  -1.37
193001,   9.00,  16.85,  14.11,   4.16,   9.70,   3.12,   8.65,   2.02,   5.33,   9.45
193002,   3.32,   4.71,   4.21,  -3.34,   7.11,   5.48,  -1.75,   5.19,   8.85,   4.13
193003,   7.14,  16.13,  10.24,  24.68,  10.76,   3.12,   1.94,   6.96,  10.43,   6.72
193004,  -5.14, -11.44,  -8.82,   1.23,  -0.97,   0.10,   1.86,  -3.42,   1.16,  -5.86
193005,  -2.83,  -6.60,  -4.19,  -6.02,  -7.10,  -2.33,  -3.08,  -2.27,  -2.06,  -3.63
193006, -15.30, -28.21, -19.65, -17.97, -25.39, -11.15, -18.27, -14.99, -18.01, -17.19
193007,   1.73,   8.69,   4.35,   2.17,   6.56,   4.37,   0.51,   8.84,   3.73,   2.64
193008,  -0.96,  -5.72,  -2.87,  -4.94,   0.10,   1.18,   0.51,   0.76,   0.94,  -1.96
193009, -13.14, -20.63, -16.72, -17.76, -22.19,  -6.21, -10.87,  -6.61, -12.17, -15.59
193010,  -4.02, -15.66, -10.86, -13.19, -15.46,  -3.51, -12.17,  -5.37,  -9.89,  -9.52
193011,  -1.49,   6.01,  -2.70,  -6.86,  -0.85,  -2.39,  -1.87,  -3.08,  -6.52,  -4.68
193012, -12.70, -11.20, -15.38, -19.67, -13.62,  -3.54, -16.56, -10.77,  -5.04, -15.20
193101,  14.78,  14.24,  11.44,  17.66,  15.03,   3.90,   9.57,   7.84,   4.91,  18.62
193102,  13.11,  22.73,  16.78,  14.14,  23.45,   6.01,  16.80,  15.77,  15.21,  11.42
193103,  -1.02,  -5.50,  -8.53, -13.03, -11.87,  -1.96,  -1.56,  -0.15,  -4.83,  -9.48
193104, -14.41, -20.45, -17.73, -17.88, -16.39,  -7.88, -10.60, -11.54, -10.23, -14.31
193105,  -9.88, -17.29, -16.67, -17.54, -12.02,  -8.23,  -9.73, -16.31, -11.92, -16.55
193106,  14.72,  18.50,  20.98,  20.90,  15.50,   9.43,   6.73,  11.10,   9.68,  22.18
193107,  -2.52,  -6.90,  -9.83,  -6.95,  -9.97,  -1.44,  -4.05,  -3.40,  -2.97,  -9.29
193108,  -2.51,  -3.70,  -3.49,   8.58,  -2.49,  -0.20,  -0.36,  -1.42,   0.56,  -4.56
193109, -27.81, -35.22, -32.73, -32.27, -38.33, -18.49, -29.25, -33.00, -32.39, -28.43
193110,  10.05,  13.03,  12.14,  10.66,  13.85,   0.41,   7.09,  13.09,   7.50,   4.63
193111,  -7.79,  -1.17,  -9.59,  -8.08, -10.29, -13.82,  -9.35,  -9.46,  -4.77, -13.96
193112, -13.81, -17.91, -18.82, -22.14, -19.89, -15.05, -20.90, -12.77, -13.34, -22.23
193201,   6.13,   8.47,   6.23,   8.77,   6.64,  -1.95,   5.49,   0.85,  -2.61,  14.98
193202,   2.64,   2.06,   1.09,   4.24,   3.33,   5.31,   1.01,  -2.17,   5.13,   1.38
193203,  -7.99, -16.67, -12.79,  -4.35, -16.15,  -5.85, -16.34, -10.25, -11.06, -15.65
193204, -16.27, -27.66, -19.97, -12.50, -23.44, -21.11, -10.44, -13.78, -16.78, -18.66
193205, -16.53, -24.10, -20.65, -10.09, -19.93, -18.44, -22.41, -26.89, -29.94, -24.96
193206,   7.10,   3.77,   4.58,   1.88,   6.01, -12.14,   1.68,   3.82,  -1.47,   0.62
193207,  35.83,  37.50,  46.65,  47.60,  46.06,  29.35,  23.74,  30.64,  36.23,  56.06
193208,  57.20,  74.69,  69.95,  43.10,  53.76,  36.21,  67.65,  39.48,  65.32,  77.11
193209,  -5.42,   2.67,  -6.52,  -8.05,  -8.14,   0.84,  -4.43,  -3.65,  -8.35,  -7.97
193210, -13.80, -22.89, -18.44,  -8.57, -18.75, -12.47, -15.01, -17.15, -14.12, -18.11
193211,  -7.87,  -8.09,  -4.62,  -4.62,  -8.85,  -1.24,  -7.09,  -4.47,  -6.81, -10.49
193212,  -2.73,  -5.89,  -3.89,  -5.24,  -2.96,  -1.59,  -6.11,  -1.57,   2.43,  -4.53
193301,   2.53,   2.10,   4.25,  -1.63,   5.57,  -1.25,   0.35,  -1.60,  -6.00,   7.62
193302,  -8.20, -25.61, -17.18,  -9.58, -16.68, -12.29, -18.68, -11.77, -21.98, -16.50
193303,  14.24,   4.49,  15.20,   8.40,   9.45,  -2.66,  17.28,   4.44, -13.02,   2.88
193304,  53.57,  63.74,  59.73,  38.99,  54.60,  33.77,  43.35,  22.88,  34.62,  41.64
193305,  46.35,  81.26,  61.53,  60.50,  50.51,  19.21,  64.56,  34.24,  45.11,  65.62
193306,  22.52,  32.29,  20.26,  21.79,  15.86,  11.73,  24.42,   8.41,  20.17,  22.41
193307,  -9.17, -13.23, -10.48, -14.33,  -6.70,   0.47, -13.04, -18.53, -17.53,  -2.24
193308,  10.39,  14.58,  13.02,  15.20,  15.62,   6.11,  10.03,   3.16,   1.32,   7.53
193309, -14.19, -17.03, -14.61,  -9.25, -14.99,  -9.40, -15.68,  -7.89, -23.43, -18.04
193310,  -8.79, -13.45, -10.83,  -9.73, -13.07,  -8.34, -10.71,  -5.05, -10.64, -11.64
193311,   3.42,  11.10,   9.13,   6.71,   9.82,   3.71,   7.98,   6.07,  -1.20,   3.09
193312,  -0.53,   9.08,   3.45,  -7.59,  10.14,  -1.18,   1.07, -11.48,  -2.60,   1.07
193401,  26.76,  39.60,  29.62,  30.94,  35.40,  12.92,  36.65,  28.44,  27.79,  35.76
193402,  -0.46,   3.62,   1.00,   0.00,  -5.12,  -2.37,   7.62,  -4.29,  -0.17,   0.82
193403,   1.00,  -1.64,   0.14,  -3.29,   3.16,  -3.16,   5.04,  -2.47,  -1.80,   0.27
193404,   2.28,  -7.92,   0.08,   0.72,  -2.22,  -2.16,   0.51,   1.14,  -3.42,   0.04
193405,  -8.43, -14.69, -12.80,  -9.44,  -8.78,  -7.05, -12.95, -10.13, -11.21,  -9.39
193406,   1.41,  -5.98,   1.19,   1.04,   3.91,   1.16,  -0.35,   0.82,   2.51,  -2.80
193407, -14.98, -21.54, -19.28, -16.84, -17.10, -10.08, -16.31, -12.50, -22.75, -22.18
193408,   7.64,  10.01,  11.44,   8.84,   9.78,   0.10,   8.12,   1.80,   3.72,  10.35
193409,  -1.01,  -3.60,  -2.99,  -1.94,  -1.21,  -0.42,   4.74,  -1.84,   0.31,  -1.53
193410,  -2.25,  -1.45,  -2.28,  -4.31,  -0.17,  -5.58,   5.49,   1.75,  -7.90,  -4.74
